primary_tag,result,case_type,index,bundle_id,true_option_char,prediction,gt_plausibility,distractor_hardness,evidence,input_str,target_str
brand_or_collection_match,baseline,success,78,19391,H,H,5.0,1.0,"The ground-truth item shares the same brand (GENANX闪电潮牌) as the input pants, and it completes the outfit by providing footwear.",1. GENANX闪电潮牌运动裤男长裤收口秋季潮流休闲裤男士帅气休闲印花; 2. 邦顿手表男士机械表全自动防水潮流新概念学生钢皮带中国名牌男表,A. AIMIGAO爱米高2018早秋新款 浅口尖头细高跟单鞋套脚时装女鞋子; B. 彻已2018新款秋冬季粗跟中跟小皮鞋女学院英伦漆皮日系圆头单鞋子; C. 枪枪家2018夏季新款韩版名媛性感露肩时尚不规则闪钻荷叶边上衣女; D. 个子矮显高短款风衣女生上衣长袖宽松秋冬季外套2018新款收腰连帽; E. 清仓 棉麻日系tote帆布包慵懒风文艺女包简约复古单肩大包托特包; F. 套头高领毛衣女秋冬2018新款韩版宽松慵懒风羊驼绒短款针织衫线; G. omont蛋挞家复古学院风百搭纯色高腰牛仔半身裙女学生a字短裙夏季; H. GENANX闪电潮牌低帮板鞋套脚一脚蹬嘻哈简约英伦休闲青年潮松糕鞋; I. 银本家原创925纯银镀14K金鱼钩蕾丝耳钉眼泪耳饰公主风日本轻珠宝; J. 韩都衣舍2018韩版女装春新款露肩宽松打底衫长袖刺绣T恤AA8600玎
brand_or_collection_match,baseline,success,52,2709,D,D,5.0,2.0,"The input items are both from the brand 'GENANX闪电潮牌', and the ground-truth item is the only candidate that shares the same brand while completing the outfit with a matching pair of trousers.",1. GENANX闪电潮牌低帮板鞋套脚一脚蹬嘻哈简约英伦休闲青年潮松糕鞋; 2. GENANX闪电潮牌连帽黑色卫衣男套头宽松中长款假两件卫衣帽衫情侣,A. 梦梦家女装秋季2018新款麂皮绒休闲裤女高腰阔腿裤子九分直筒裤子; B. RonRon自制 秋冬长袖蝴蝶结衬衫圆领通勤内搭衬衣粉色2017女新款T; C. 可爱甜心兔耳朵卫衣女上衣粉色萌系短款少女甜美外套2019春装新款; D. GENANX闪电潮牌男士裤子新款韩版宽松飘带印花潮流休闲裤男青年; E. Danielwellington 丹尼尔惠灵顿DW女表32mm皮带石英女表; F. MG小象高领条纹毛衣女冬2018新款宽松打底衫韩版潮套头长袖针织衫; G. 欧洲站小跟鞋2018新秋真皮奶奶鞋尖头浅口百搭韩版低跟单鞋女瓢鞋; H. 【买就折】2018春装新款木耳边半高领雪纺衫女印花荷叶碎花雪纺衬; I. 裤子女秋2018新款宽松韩版ulzzang百搭高腰裤脚收口休闲裤九分裤; J. 日记2018秋装新款针织衫女宽松套头红色条纹上衣V领毛衣女嫤XJ
brand_or_collection_match,intent_prompt,fail,193,19265,E,D,5.0,2.0,"The input item 2 is from the brand '亦谷' (Yigu), and the ground-truth item E is also from the same brand '亦谷', making it the most logical choice for a brand-consistent bundle.",1. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰; 2. 亦谷2018春秋装新款宽松纯色灯笼袖针织衫中长款开衫女L182,A. 妖精的口袋碎花连衣裙春2019新款雪纺v领温柔裙收腰心机长裙子女; B. 娃娃领连衣裙2018夏季新款女装蓝色小清新宽松显瘦荷叶边直筒裙子; C. 大沿渔夫帽女柔软可折叠遮阳帽休闲旅行太阳帽纯色百搭凉帽春夏季; D. MICOCAH 包包 女包 新款2019 法国小众时尚单肩斜挎百搭小方包ins; E. 亦谷2019春装新款中长款印花长袖裙子过膝碎花雪纺连衣裙黑色女; F. GENANX闪电潮牌连帽短袖男创意背面印花织带男t恤潮夏季新款时尚; G. 花花公子时尚外穿夏季沙滩室外凉拖夹脚防滑夏天人字拖男士拖鞋男; H. Artmi空下架女包包2017新款个性可爱链条包印花单肩包斜挎包方包; I. 黑色马衔扣乐福鞋女真皮2019春新款复古圆头平底单鞋英伦风小皮鞋; J. Gillivo嘉里奥新款夏季真皮女包个性圆形手拿包手拎迷你小包包潮
brand_or_collection_match,intent_prompt,fail,202,9836,H,A,5.0,2.0,"The ground-truth item shares the same brand '希野' and collection '2018早春新款' as the input trousers, making it the most logical addition.",1. 希野2018早春新款侧边字母印花高腰阔腿裤气质优雅收腰外穿长裤女; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. 脸儿艺 重磅手工钉珠鳞片绣花 拼接 七分袖 百搭杏色森女上衣; B. 小瑞靓包锁扣小方包包女2018新款单肩包时尚百搭斜挎包链条小包包; C. 懒人鞋女2019春季新款搭扣街头休闲平底两穿乐福鞋一脚蹬百搭单鞋; D. 辰未原创简约显瘦立体剪裁束脚休闲裤男日系秋季小脚工装九分裤; E. 小宜定制 卫衣女长袖早秋装韩版宽松ins超火撞色拼接松松垮垮上衣; F. 【南风】拼色手提包包女2018新款秋冬时尚女包拉链单肩包休闲挎包; G. shesgirl茜子首饰 糖果泡泡小米珠玻璃球长款夸张圆环耳钉耳环; H. 希野2018早春新款经典格纹中长款羊毛大衣通勤百搭过膝毛呢外套女; I. Awu 红色V领套头亮晶晶超火毛衣女2018秋冬中长款亮丝气质毛衣裙; J. 小瑞靓包  欧美手提包大包包2018新款女包时尚简约十字纹杀手包
brand_or_collection_match,intent_prompt,success,78,19391,H,H,5.0,1.0,"The ground-truth item shares the same brand (GENANX闪电潮牌) as the input pants, and it completes the outfit by providing footwear.",1. GENANX闪电潮牌运动裤男长裤收口秋季潮流休闲裤男士帅气休闲印花; 2. 邦顿手表男士机械表全自动防水潮流新概念学生钢皮带中国名牌男表,A. AIMIGAO爱米高2018早秋新款 浅口尖头细高跟单鞋套脚时装女鞋子; B. 彻已2018新款秋冬季粗跟中跟小皮鞋女学院英伦漆皮日系圆头单鞋子; C. 枪枪家2018夏季新款韩版名媛性感露肩时尚不规则闪钻荷叶边上衣女; D. 个子矮显高短款风衣女生上衣长袖宽松秋冬季外套2018新款收腰连帽; E. 清仓 棉麻日系tote帆布包慵懒风文艺女包简约复古单肩大包托特包; F. 套头高领毛衣女秋冬2018新款韩版宽松慵懒风羊驼绒短款针织衫线; G. omont蛋挞家复古学院风百搭纯色高腰牛仔半身裙女学生a字短裙夏季; H. GENANX闪电潮牌低帮板鞋套脚一脚蹬嘻哈简约英伦休闲青年潮松糕鞋; I. 银本家原创925纯银镀14K金鱼钩蕾丝耳钉眼泪耳饰公主风日本轻珠宝; J. 韩都衣舍2018韩版女装春新款露肩宽松打底衫长袖刺绣T恤AA8600玎
brand_or_collection_match,intent_prompt,success,52,2709,D,D,5.0,2.0,"The input items are both from the brand 'GENANX闪电潮牌', and the ground-truth item is the only candidate that shares the same brand while completing the outfit with a matching pair of trousers.",1. GENANX闪电潮牌低帮板鞋套脚一脚蹬嘻哈简约英伦休闲青年潮松糕鞋; 2. GENANX闪电潮牌连帽黑色卫衣男套头宽松中长款假两件卫衣帽衫情侣,A. 梦梦家女装秋季2018新款麂皮绒休闲裤女高腰阔腿裤子九分直筒裤子; B. RonRon自制 秋冬长袖蝴蝶结衬衫圆领通勤内搭衬衣粉色2017女新款T; C. 可爱甜心兔耳朵卫衣女上衣粉色萌系短款少女甜美外套2019春装新款; D. GENANX闪电潮牌男士裤子新款韩版宽松飘带印花潮流休闲裤男青年; E. Danielwellington 丹尼尔惠灵顿DW女表32mm皮带石英女表; F. MG小象高领条纹毛衣女冬2018新款宽松打底衫韩版潮套头长袖针织衫; G. 欧洲站小跟鞋2018新秋真皮奶奶鞋尖头浅口百搭韩版低跟单鞋女瓢鞋; H. 【买就折】2018春装新款木耳边半高领雪纺衫女印花荷叶碎花雪纺衬; I. 裤子女秋2018新款宽松韩版ulzzang百搭高腰裤脚收口休闲裤九分裤; J. 日记2018秋装新款针织衫女宽松套头红色条纹上衣V领毛衣女嫤XJ
brand_or_collection_match,delete_prompt,fail,193,19265,E,D,5.0,2.0,"The input item 2 is from the brand '亦谷' (Yigu), and the ground-truth item E is also from the same brand '亦谷', making it the most logical choice for a brand-consistent bundle.",1. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰; 2. 亦谷2018春秋装新款宽松纯色灯笼袖针织衫中长款开衫女L182,A. 妖精的口袋碎花连衣裙春2019新款雪纺v领温柔裙收腰心机长裙子女; B. 娃娃领连衣裙2018夏季新款女装蓝色小清新宽松显瘦荷叶边直筒裙子; C. 大沿渔夫帽女柔软可折叠遮阳帽休闲旅行太阳帽纯色百搭凉帽春夏季; D. MICOCAH 包包 女包 新款2019 法国小众时尚单肩斜挎百搭小方包ins; E. 亦谷2019春装新款中长款印花长袖裙子过膝碎花雪纺连衣裙黑色女; F. GENANX闪电潮牌连帽短袖男创意背面印花织带男t恤潮夏季新款时尚; G. 花花公子时尚外穿夏季沙滩室外凉拖夹脚防滑夏天人字拖男士拖鞋男; H. Artmi空下架女包包2017新款个性可爱链条包印花单肩包斜挎包方包; I. 黑色马衔扣乐福鞋女真皮2019春新款复古圆头平底单鞋英伦风小皮鞋; J. Gillivo嘉里奥新款夏季真皮女包个性圆形手拿包手拎迷你小包包潮
brand_or_collection_match,delete_prompt,fail,202,9836,H,A,5.0,2.0,"The ground-truth item shares the same brand '希野' and collection '2018早春新款' as the input trousers, making it the most logical addition.",1. 希野2018早春新款侧边字母印花高腰阔腿裤气质优雅收腰外穿长裤女; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. 脸儿艺 重磅手工钉珠鳞片绣花 拼接 七分袖 百搭杏色森女上衣; B. 小瑞靓包锁扣小方包包女2018新款单肩包时尚百搭斜挎包链条小包包; C. 懒人鞋女2019春季新款搭扣街头休闲平底两穿乐福鞋一脚蹬百搭单鞋; D. 辰未原创简约显瘦立体剪裁束脚休闲裤男日系秋季小脚工装九分裤; E. 小宜定制 卫衣女长袖早秋装韩版宽松ins超火撞色拼接松松垮垮上衣; F. 【南风】拼色手提包包女2018新款秋冬时尚女包拉链单肩包休闲挎包; G. shesgirl茜子首饰 糖果泡泡小米珠玻璃球长款夸张圆环耳钉耳环; H. 希野2018早春新款经典格纹中长款羊毛大衣通勤百搭过膝毛呢外套女; I. Awu 红色V领套头亮晶晶超火毛衣女2018秋冬中长款亮丝气质毛衣裙; J. 小瑞靓包  欧美手提包大包包2018新款女包时尚简约十字纹杀手包
brand_or_collection_match,delete_prompt,success,78,19391,H,H,5.0,1.0,"The ground-truth item shares the same brand (GENANX闪电潮牌) as the input pants, and it completes the outfit by providing footwear.",1. GENANX闪电潮牌运动裤男长裤收口秋季潮流休闲裤男士帅气休闲印花; 2. 邦顿手表男士机械表全自动防水潮流新概念学生钢皮带中国名牌男表,A. AIMIGAO爱米高2018早秋新款 浅口尖头细高跟单鞋套脚时装女鞋子; B. 彻已2018新款秋冬季粗跟中跟小皮鞋女学院英伦漆皮日系圆头单鞋子; C. 枪枪家2018夏季新款韩版名媛性感露肩时尚不规则闪钻荷叶边上衣女; D. 个子矮显高短款风衣女生上衣长袖宽松秋冬季外套2018新款收腰连帽; E. 清仓 棉麻日系tote帆布包慵懒风文艺女包简约复古单肩大包托特包; F. 套头高领毛衣女秋冬2018新款韩版宽松慵懒风羊驼绒短款针织衫线; G. omont蛋挞家复古学院风百搭纯色高腰牛仔半身裙女学生a字短裙夏季; H. GENANX闪电潮牌低帮板鞋套脚一脚蹬嘻哈简约英伦休闲青年潮松糕鞋; I. 银本家原创925纯银镀14K金鱼钩蕾丝耳钉眼泪耳饰公主风日本轻珠宝; J. 韩都衣舍2018韩版女装春新款露肩宽松打底衫长袖刺绣T恤AA8600玎
brand_or_collection_match,delete_prompt,success,52,2709,D,D,5.0,2.0,"The input items are both from the brand 'GENANX闪电潮牌', and the ground-truth item is the only candidate that shares the same brand while completing the outfit with a matching pair of trousers.",1. GENANX闪电潮牌低帮板鞋套脚一脚蹬嘻哈简约英伦休闲青年潮松糕鞋; 2. GENANX闪电潮牌连帽黑色卫衣男套头宽松中长款假两件卫衣帽衫情侣,A. 梦梦家女装秋季2018新款麂皮绒休闲裤女高腰阔腿裤子九分直筒裤子; B. RonRon自制 秋冬长袖蝴蝶结衬衫圆领通勤内搭衬衣粉色2017女新款T; C. 可爱甜心兔耳朵卫衣女上衣粉色萌系短款少女甜美外套2019春装新款; D. GENANX闪电潮牌男士裤子新款韩版宽松飘带印花潮流休闲裤男青年; E. Danielwellington 丹尼尔惠灵顿DW女表32mm皮带石英女表; F. MG小象高领条纹毛衣女冬2018新款宽松打底衫韩版潮套头长袖针织衫; G. 欧洲站小跟鞋2018新秋真皮奶奶鞋尖头浅口百搭韩版低跟单鞋女瓢鞋; H. 【买就折】2018春装新款木耳边半高领雪纺衫女印花荷叶碎花雪纺衬; I. 裤子女秋2018新款宽松韩版ulzzang百搭高腰裤脚收口休闲裤九分裤; J. 日记2018秋装新款针织衫女宽松套头红色条纹上衣V领毛衣女嫤XJ
brand_or_collection_match,image_text,fail,193,19265,E,D,5.0,2.0,"The input item 2 is from the brand '亦谷' (Yigu), and the ground-truth item E is also from the same brand '亦谷', making it the most logical choice for a brand-consistent bundle.",1. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰; 2. 亦谷2018春秋装新款宽松纯色灯笼袖针织衫中长款开衫女L182,A. 妖精的口袋碎花连衣裙春2019新款雪纺v领温柔裙收腰心机长裙子女; B. 娃娃领连衣裙2018夏季新款女装蓝色小清新宽松显瘦荷叶边直筒裙子; C. 大沿渔夫帽女柔软可折叠遮阳帽休闲旅行太阳帽纯色百搭凉帽春夏季; D. MICOCAH 包包 女包 新款2019 法国小众时尚单肩斜挎百搭小方包ins; E. 亦谷2019春装新款中长款印花长袖裙子过膝碎花雪纺连衣裙黑色女; F. GENANX闪电潮牌连帽短袖男创意背面印花织带男t恤潮夏季新款时尚; G. 花花公子时尚外穿夏季沙滩室外凉拖夹脚防滑夏天人字拖男士拖鞋男; H. Artmi空下架女包包2017新款个性可爱链条包印花单肩包斜挎包方包; I. 黑色马衔扣乐福鞋女真皮2019春新款复古圆头平底单鞋英伦风小皮鞋; J. Gillivo嘉里奥新款夏季真皮女包个性圆形手拿包手拎迷你小包包潮
