index,difficulty,reason
13,2,"정답 D와 오답 E, J가 모두 하의 품목이라 일부 고민이 될 수 있으나, 흰색 티셔츠와 흰색 스니커즈라는 기본 아이템 조합에 가장 보편적이고 무난하게 어울리는 스타일은 청바지(D)이므로 정답이 비교적 뚜렷함."
14,2,"대부분의 오답이 성별이 다르거나(C, E), 이미 구성된 아이템과 품목이 중복(F, G, J)되어 쉽게 제외됩니다. 다만, 오답 I가 정답 D와 동일한 가방 품목이라 헷갈릴 수 있으나, 정답 D가 기존의 가죽 구두와 소재(가죽) 면에서 더 일관성이 있어 정답 도출이 비교적 쉽습니다."
15,3,"정답 J와 오답 H 모두 겨울용 신발(털로퍼, 눈부츠)로, 계절감과 아이템 카테고리가 동일하여 사용자가 고민할 여지가 있음."
16,2,"기존 구성이 바지와 신발이므로 상의가 필요한 상황이며, 후보 중 E가 봄 시즌에 맞는 상의로 가장 적절함. F, G는 겨울/가을용 의류이고 A, D는 스커트, 나머지는 액세서리나 남성용 제품이라 정답이 비교적 명확함."
17,2,"정답(H)과 오답(D)이 모두 가방 아이템이며, C와 E 같은 액세서리류가 포함되어 있어 어느 정도 고민이 필요하지만, 기존 아이템의 '레트로/기하학적/개성 있는' 스타일이 정답의 '불규칙한/니치한' 디자인과 더 일관성이 있어 정답을 유추할 수 있음."
18,1,"정답(C)이 기존 번들의 첫 번째 아이템과 동일한 브랜드(三彩) 및 동일 시즌(2017冬装新品) 제품이며, 하의에 어울리는 상의라는 점에서 정답이 매우 뚜렷함. 오답들은 성별이 다르거나(A, D), 이미 포함된 액세서리 카테고리가 중복(G, H)되어 헷갈릴 여지가 거의 없음."
19,2,"오답 대부분이 여성용 의류(女)로 명시되어 있는 반면, 정답인 J만 남성용(男) 티셔츠이므로 성별 구분을 통해 정답을 찾기가 비교적 쉽습니다."
20,3,"정답인 후드티(B) 외에도 니트(C), 솜점퍼(G), 청바지(I) 등 캐주얼한 흰색 운동화와 함께 매치하기 좋은 여성용 가을/겨울 의류들이 다수 포함되어 있어 혼동의 여지가 있음."
21,3,"정답 G와 오답 D가 모두 여성용 레트로 앵클 부츠로 스타일이 매우 유사하며, 오답 F 또한 레트로한 분위기의 셔츠여서 스타일 매칭 시 고민이 필요함."
22,2,"후보의 절반 이상(A, B, D, F, I)이 이미 신발이 있는 상황에서 또 다른 신발류여서 쉽게 제외 가능하며, 남은 의류 중 정답 G가 기존 아이템의 캐주얼하고 트렌디한 스타일과 가장 잘 어울려 정답 선택이 비교적 쉬움."
23,2,정답 B가 상황에 제시된 아이템과 동일한 브랜드(子晴)이며 계절감(秋冬)이 일치하여 매우 뚜렷함. 오답 I가 비슷한 용도의 하의(치마)이지만 브랜드가 달라 헷갈릴 여지가 적음.
24,2,"상황의 '털 폼폼 모자'와 정답 J의 '털신발'이 겨울 계절감과 '털(毛)'이라는 소재 특성에서 매우 강한 연관성을 가짐. 오답 중 E, G가 겨울 의류이고 A, C가 신발이라 일부 혼동 가능성이 있으나, 소재의 통일성 덕분에 정답이 비교적 뚜렷함."
25,3,"정답인 베레모(A) 외에도 원피스(B), 레깅스(C), 니트(G), 청바지(J), 가방(E) 등 여성용 패션 아이템들이 다수 포함되어 있어, 주어진 하이힐과 함께 코디할 수 있는 선택지가 많아 고민이 필요함."
26,2,"남성복(B, J)이나 겨울 의류(G, H), 캐주얼 의류(C, F) 등 정답과 스타일이 완전히 다른 오답이 많아 정답을 찾기 쉽습니다. 다만, 오답 I(전통 스타일 귀걸이)가 의상의 '복고풍/치파오' 스타일과 매우 잘 어울리는 속성을 가지고 있어 일부 혼동될 여지가 있습니다."
27,2,"오답 중 A가 정답과 같은 가방 품목이라 일부 혼동 가능성이 있으나, 기존 아이템의 '미니멀'하고 '슬림'한 스타일에는 B의 소형 가죽 가방이 더 적합하며, C와 D는 남성용 제품이라 쉽게 제외할 수 있음."
28,2,"오답 중 E는 남성용이며, B, F, G, H, I는 계절감이 맞지 않아 쉽게 제외됩니다. A(스웨터)와 C(부츠)가 겨울 아이템이라 일부 고민될 수 있으나, '헤픈번 스타일'과 '레트로'라는 맥락에 가장 잘 어울리는 클래식한 구두인 D가 정답으로 뚜렷하게 구분됩니다."
29,3,"정답 G 외에도 A, E, F가 가방 아이템이며, I, J가 신발 아이템이라 번들 구성 시 혼동 가능성이 있음. 특히 A와 F 역시 가죽 소재의 가방이라 정답과 속성이 유사함."
30,2,"정답인 H(겨울 부츠)와 함께 D(겨울 니트)가 계절감이 일치하여 약간의 고민이 될 수 있으나, 나머지 오답들은 계절이 맞지 않거나(A, E, I) 이미 포함된 하의와 중복(C, F, G)되어 정답이 비교적 명확함."
31,1,"정답(J)을 제외한 대부분의 오답(A, B, C, D, E, F, I)이 여성용 제품이며, 남성용인 H는 겨울용 모자라 여름 신발인 상황과 맞지 않아 정답이 매우 뚜렷함."
32,2,"이미 신발과 바지가 구성에 포함되어 있어 동일 품목인 오답(B, C, D, F, H)은 쉽게 제외되지만, 다른 가방(J)이나 상의(I), 시계(G)와 같은 보완 아이템들이 선택지에 섞여 있어 약간의 판단이 필요함."
33,2,"기존 번들에 겨울용 기모 청바지가 포함되어 있어 계절감이 뚜렷하며, 정답인 G(설상화/방한화)만이 유일한 겨울 신발입니다. 나머지 오답들은 여름/봄/가을용 아이템이거나 이미 포함된 품목(바지, 귀걸이)이라 구분이 비교적 쉽습니다."
34,2,"정답인 모자(I) 외에 가방(A, B, J)과 귀걸이(C) 등 다른 액세서리들이 후보에 있어 혼동될 수 있으나, 이미 번들에 가방이 포함되어 있어 중복 아이템인 가방들은 쉽게 제외 가능하며, 남성용 바지(D, F) 또한 성별 불일치로 인해 정답 가능성이 낮아 비교적 쉽게 정답을 찾을 수 있음."
35,2,"정답인 귀걸이(G) 외에 모자(I)라는 다른 액세서리 후보가 있어 약간의 고민이 될 수 있으나, 나머지 오답들은 이미 번들에 포함된 신발(D, E)이나 가방(F)과 품목이 중복되거나 스타일이 다른 의류들이어서 정답이 비교적 명확함."
36,2,"정답인 구두(I)는 가방과 함께 매치하기 가장 적절한 아이템이며, 오답 중 가방(F)은 스타일과 크기가 너무 다르고 나머지 의류들은 계절감이 맞지 않거나 성별이 달라 정답이 비교적 명확함."
37,3,"상황이 학생/캐주얼 스타일을 제시하고 있는데, 정답 G 외에도 A(맨투맨), E(티셔츠), F(자켓)가 모두 '학생', '캐주얼' 속성을 가지고 있어 선택지 간의 스타일 유사성이 높음."
38,3,"정답인 B(청바지) 외에도 C(코듀로이 팬츠)와 D(찢어진 청바지) 같은 하의류 오답이 포함되어 있어, 상의 외투와 어울리는 하의를 선택하는 과정에서 혼동될 여지가 있음."
39,3,"정답 G와 오답 A 모두 여성용 화이트 스니커즈이며, 특히 A의 '큐빅(亮钻)' 속성이 상의의 '시퀸(亮片)' 디테일과 스타일 면에서 매우 유사하여 혼동될 가능성이 큼."
40,3,"정답인 가방 외에도 다른 가방(D, I)과 신발(F, G), 액세서리(E) 등 여러 가지 액세서리 후보가 포함되어 있어, 스타일 조합을 고려한 선택이 필요함."
41,2,"정답인 C가 후보군 중 유일한 하의(가죽 반바지)이며, 나머지 오답들은 주로 다른 종류의 신발(A, F, H, I, J)이나 상의, 가방으로 구성되어 있어 패션 조합상 정답이 비교적 뚜렷합니다."
42,2,"정답인 코트(J) 외에 신발(B, D, G, H, I)과 바지(A, E, C)가 다수 포함되어 있어, 액세서리(귀걸이, 가방)와 어울리는 메인 의류를 찾는 과정에서 정답이 비교적 뚜렷하게 구분됨. 다만, 상의인 니트(F)가 있어 약간의 혼동 여지가 있음."
43,2,"정답인 C(샌들)와 오답 A(하이힐)가 모두 여성용 신발이라는 공통점이 있어 약간의 고민이 될 수 있으나, 나머지 오답들이 겨울용 외투, 후드티, 청바지 등 계절감과 스타일이 완전히 다른 아이템들이라 정답이 매우 뚜렷합니다."
44,3,"오답 중 B가 상황과 동일한 품목인 귀걸이이며, C와 J가 정답과 같은 여성 의류 카테고리에 속해 있어 선택지 간의 고민이 필요함."
45,2,"대부분의 오답이 남성용 제품이거나 겨울철 의류여서 쉽게 제외할 수 있습니다. 여성용 신발인 D가 유일한 혼동 가능성이 있으나, 정답인 E가 가방의 'ins/트렌디'한 스타일과 더 잘 어울려 정답 선택이 비교적 쉽습니다."
46,3,"오답 중 C, D, H, I가 모두 하의 아이템으로, 앵클 부츠와 매치 가능한 품목들이라 스타일의 적합성을 세밀하게 판단해야 함."
47,2,"정답 D가 상황에 제시된 'hiphop', '港风(홍콩풍)', '宽松(루즈핏)' 키워드와 완벽하게 일치하여 매우 뚜렷함. 다만, F(스니커즈)나 I(니트)가 캐주얼한 스타일로 어느 정도 어울릴 수 있어 약간의 고민 여지가 있음."
48,2,"정답인 B(캔버스화)가 학생복 스타일의 원피스와 가장 잘 어울리는 전형적인 조합이며, 나머지 오답들은 성별이 다르거나(C, I), 계절이 맞지 않거나(E, F, H), 이미 번들에 포함된 카테고리(D, J, A, G)여서 정답을 찾기가 매우 수월함."
49,3,"정답인 B(겨울용 기모 청바지)와 동일한 품목인 E(청바지)가 존재하며, H(겨울 코트)와 J(겨울 후드티) 등 계절감이 일치하는 아이템들이 포함되어 있어 어느 정도의 변별력이 요구됨."
50,1,"정답 G는 상황과 성별(여성) 및 계절(겨울)이 모두 일치하는 유일한 아이템이며, 나머지 오답들은 남성용 제품이거나 계절이 맞지 않는 여성용 제품(C, E, J)이라 구분이 매우 쉽습니다."
51,2,"후보 아이템 중 대다수(B, E, F, G, H, I, J)가 여성용 제품으로 성별이 맞지 않아 쉽게 제외 가능합니다. 남성용 아이템인 A, C, D 중에서 선택해야 하는데, 특히 C(마틴부츠)가 빈티지한 항공 점퍼 스타일과 잘 어울리는 하드 네거티브 역할을 하여 약간의 혼동을 줄 수 있습니다."
52,3,"정답 G 외에도 B(흰색 운동화)와 F(가죽 단화)가 여성용 신발로 제시되어 있어, 스타일 조합에 따라 어느 정도 고민이 필요함."
53,2,"정답 F가 첫 번째 아이템과 '영국풍(英伦)'이라는 스타일 키워드를 직접적으로 공유하고 있어 정답이 뚜렷한 편입니다. 다만, 오답 A(아카데믹 스타일)와 B(플리츠 스커트)가 전체적인 코디 맥락상 어울릴 수 있어 약간의 혼동 가능성이 있습니다."
54,2,"정답인 I는 겨울용 코트로, 기존의 겨울 신발 및 벨벳 바지와 계절감과 스타일이 잘 어울림. 오답 중 B, J는 이미 신발이 포함된 구성에서 중복되는 품목이며, A, E, F는 계절감이 맞지 않아 정답이 명확하게 구분됨."
55,2,"정답(H)이 기존 번들의 첫 번째 아이템과 동일한 브랜드(黄一琳) 제품이라는 매우 강력한 힌트가 있으며, 상의와 가방이 주어진 상황에서 하의(청바지)를 선택하는 것이 패션 구성상 매우 자연스럽습니다. 신발류(B, C, J)가 오답에 포함되어 있으나 브랜드 일치성 때문에 정답이 쉽게 도출됩니다."
56,1,"정답인 B를 제외한 모든 오답(A, C, D, E, F, G, H, I, J)이 여성용 제품으로 명시되어 있으며, 정답만 유일하게 남성용 제품이므로 성별 구분만으로도 정답이 매우 뚜렷함."
57,3,"정답인 B(레깅스) 외에도 F, G, H, I, J와 같이 번들에 함께 구성될 가능성이 높은 다양한 의류 아이템들이 다수 포함되어 있어 정답을 특정하기에 고민이 필요함. 또한 A, C는 기존 번들에 포함된 가방과 동일한 카테고리 아이템이라 혼동을 줄 수 있음."
58,3,"정답인 문학적 스타일의 원피스(F) 외에도, 영국풍 울 모자(C)나 코듀로이 스커트(E)와 같이 영국풍/가을·겨울 분위기를 공유하는 아이템들이 포함되어 있어 어느 정도의 고민이 필요함."
59,3,"정답인 D 외에도 신발 카테고리에 속하는 B(운동화)와 C(슬리퍼)가 포함되어 있어, 기존 아이템(미니백, 시계)의 세련된 스타일과 가장 잘 어울리는 신발을 선택해야 하므로 어느 정도의 판단력이 필요함."
60,2,"정답 C가 기존 번들의 아이템 2번과 동일한 브랜드('听风')이며 계절감(겨울)과 성별(남성)이 모두 일치함. 오답 중 F, G가 남성용 겨울 의류라 일부 혼동 가능성이 있으나, 나머지 오답들이 여성용 제품이거나 계절이 맞지 않아 정답이 비교적 뚜렷함."
61,3,"정답인 B(흰색 운동화) 외에도 G(캔버스화), D(청바지), F(슬림 팬츠) 등 캐주얼한 여성용 후드티와 스타일적으로 잘 어울리는 아이템들이 다수 포함되어 있어 혼동 가능성이 있음."
62,3,"정답 B 외에도 가죽 소재의 가방인 J와 가죽 신발인 I가 포함되어 있어, '가죽'이라는 소재의 통일성을 고려할 때 선택지 간의 고민이 필요함."
63,2,"정답인 I(우아한 원피스)가 기존의 하이힐 부츠, 핸드백과 스타일(페미닌/포멀)이 매우 잘 어울리며, 나머지 오답들은 너무 캐주얼하거나(A, B, E), 성별이 다르거나(C), 계절감이 맞지 않아(F, H) 쉽게 구분됨."
64,3,"정답인 귀걸이(D) 외에도 가방(A, F, J)과 시계(B) 등 여성스러운 스타일의 액세서리 후보가 다수 포함되어 있어, 어떤 액세서리를 매치할지 고민이 필요함."
65,2,"대부분의 오답이 의류이거나 남성용 제품이라 쉽게 제외할 수 있으나, 오답 H가 정답 G와 동일한 가방 품목이라 약간의 혼동 여지가 있음. 하지만 정답 G의 '캐주얼'한 스타일이 주어진 모자의 '청년 캐주얼' 컨셉과 더 잘 부합함."
66,2,"대부분의 오답(A, B, C, D, F, G, H, I)이 여성용 제품이라 쉽게 제외할 수 있으며, 남성용 아이템인 J(신발)가 유일한 혼동 요소이나 상의와 세트를 이루는 E(반바지)가 더 적절한 구성임."
67,2,"정답인 베레모(I) 외에 다른 모자 후보(B, E)가 있으나, 기존 아이템인 레깅스가 가을/겨울용이므로 계절감이 맞지 않는 여름용 아이템들(B, E, G, H, J)을 쉽게 제외할 수 있어 정답 도출이 비교적 수월함."
68,4,"주어진 상황이 겨울용 외투와 모자로 구성되어 있어 겨울 테마가 뚜렷한데, 정답인 C(봄 니트 스커트)보다 오답인 F(겨울 솜부츠)와 J(겨울 털신)가 맥락상 훨씬 더 자연스러운 조합이라 정답을 선택하기 매우 어려움."
69,3,"정답인 A 외에도 G와 H가 동일한 카테고리인 부츠(첼시부츠, 마틴부츠) 제품들이어서 정답을 선택할 때 혼동될 가능성이 높음."
70,3,"정답인 단화(E) 외에도 운동화(C, G), 가방(A, I), 모자(J) 등 울 코트와 함께 매치 가능한 아이템들이 다수 포함되어 있어 변별력이 필요함."
71,1,"대부분의 오답(A, C, E, F, G, H, I)이 봄/여름 시즌 아이템으로, 가을/겨울 시즌인 주어진 상황과 계절감이 전혀 맞지 않아 정답인 겨울용 양털 신발(J)이 매우 뚜렷하게 구분됨."
72,3,오답 중 E(남성용 하이탑 슈즈)와 I(힙합 액세서리)가 정답인 A(남성용 스니커즈)와 마찬가지로 남성 스트릿 패션이라는 속성을 공유하고 있어 선택지 간의 고민이 필요함.
73,2,"여성용 액세서리(가방, 귀걸이)로 구성된 번들이므로 여성용 의류가 정답이 될 가능성이 높습니다. 오답 중 남성용 아이템(C, D, I)과 중복 카테고리인 귀걸이(F)는 쉽게 제외되며, 나머지 여성용 아이템들 중 정답인 E가 우아한 스타일의 상의로서 기존 아이템들과 가장 잘 어울립니다."
74,2,"오답 중 A, F는 남성용 제품이며 B, D, H, J는 이미 신발이 포함된 번들에 또 다른 신발을 추가하는 것이라 쉽게 제외할 수 있습니다. 다만 G(원피스)와 C(스웨터) 같은 여성 의류가 포함되어 있어 정답인 I(셔츠)와 스타일을 비교해야 하는 점이 있습니다."
75,2,"오답 C가 정답 G와 동일한 겨울철 상의(니트) 카테고리여서 일부 헷갈릴 수 있으나, 주어진 코트의 '우아한 헵번 스타일' 맥락에는 기본 고넥 울 스웨터인 G가 훨씬 더 적합함. 나머지 오답들은 남성복이거나 여름용 신발 등으로 계절감과 성별이 맞지 않아 쉽게 배제됨."
76,2,"정답인 B(청바지)는 주어진 흰색 운동화와 가장 잘 어울리는 전형적인 캐주얼 조합이며 계절감(봄)도 일치합니다. 다른 오답들은 계절이 맞지 않거나(겨울 코트, 여름 샌들 등) 액세서리류여서 정답이 비교적 명확하게 구분됩니다."
77,2,"상황이 '겨울용 기모 청바지'이므로 겨울 외투인 E가 가장 적절한 조합임. 대부분의 오답이 봄/여름 시즌 아이템이거나(B, C, G, J), 중복되는 하의 품목(A, D)이어서 정답을 찾기가 비교적 쉬움."
78,3,정답인 I 외에도 A(여름 밀짚 가방)와 B(여름 셔츠 원피스)가 주어진 상황(여름 여성 샌들)과 계절 및 성별 속성이 일치하여 정답과 혼동될 가능성이 높음.
79,1,"정답인 F를 제외한 대부분의 오답(A, B, C, D, E, G, H, I)이 여성용 제품이며, 남성용 제품인 J(시계)는 액세서리이므로 상의와 조합하여 코디를 완성하는 하의인 F가 매우 뚜렷하게 정답으로 보임."
80,3,"대부분의 오답이 여성용 제품이라 쉽게 제외되지만, 오답 H가 정답과 동일한 브랜드(马切达)이자 동일한 스타일의 남성용 상의여서 정답 J(남성용 운동화)와 함께 강력한 후보가 되어 혼동을 줄 수 있음."
81,2,"오답 중 남성복(D, E, G)과 여름 시즌 아이템(A, B)이 많아 정답 후보가 쉽게 압축됩니다. 가방 아이템인 F가 정답 J와 유사한 속성을 가져 헷갈릴 수 있으나, 상황의 '한일 스타일' 키워드와 J의 '한국 스타일' 설명이 더 잘 부합하여 정답을 찾기 수월합니다."
82,2,"대부분의 오답이 계절감이 맞지 않거나(겨울/가을) 품목이 전혀 달라 쉽게 제외 가능함. D와 J 역시 가방 품목이라 일부 혼동될 수 있으나, 정답 E가 상의와 동일한 색상(화이트)을 띠고 있어 정답 도출이 비교적 쉬움."
83,2,"정답인 I(여성 와이드 팬츠) 외에 적절한 하의 선택지가 없으며, A와 G는 남성용, B와 H는 계절감이 맞지 않는 여름 아이템, C와 J는 이미 신발이 포함되어 있어 쉽게 제외 가능함. D, E, F와 같은 액세서리보다 하의가 번들 구성상 더 필수적인 요소이므로 정답이 명확함."
84,2,"오답 중 A가 정답과 동일한 가방 카테고리여서 혼동 가능성이 있으나, 나머지 선택지들은 상의, 하의, 신발 등으로 품목이 다양하여 정답 범위를 좁히기 비교적 쉬움."
85,2,"정답인 E(부츠)가 기존 아이템들의 계절감(가을/겨울) 및 성별과 매우 잘 어울립니다. 오답 중 A, F는 봄 시즌 제품이고 B는 남성용이라 쉽게 제외되며, C(스커트)나 G(외투)가 후보가 될 수 있으나 니트 상의와 부츠의 조합이 더 전형적인 겨울 코디 구성입니다."
86,2,"기존 아이템인 진주 귀걸이와 스틸레토 힐은 페미닌하고 격식 있는 스타일인데, 정답 E(섹시한 롱 원피스)가 이와 가장 잘 어울립니다. 오답 중 남성복(A, F), 겨울용 부츠(C, D, H), 캐주얼한 운동복(B) 등이 포함되어 있어 정답이 매우 뚜렷하지만, I와 J 같은 여성용 의류가 일부 섞여 있어 2점으로 평가합니다."
87,2,"정답인 팔찌와 스타일이 유사한 C(이브닝 클러치백)와 D(버킷백)가 있어 약간의 고민이 될 수 있으나, 나머지 후보들이 너무 캐주얼한 아이템(후드티, 운동화, 조거팬츠 등)이라 정답을 추려내기가 매우 쉽습니다."
88,3,"정답 A와 오답 D가 모두 2019년 봄 여성용 셔츠로, 스타일과 계절감이 매우 유사하여 구분이 필요함."
89,2,"정답 G는 기존 아이템과 색상(화이트), 소재(모직), 계절(겨울)이 모두 일치하여 매우 뚜렷한 정답임. 오답 중 F, I가 겨울 아이템이라 일부 겹치지만, 정답 G가 제공하는 스타일의 통일성이 훨씬 강함."
90,3,"정답인 I를 포함하여 A, C, D, F가 모두 가방 아이템으로 구성되어 있어, 동일 카테고리 내에서 '학생/캐주얼' 스타일의 적합성을 세밀하게 비교해야 하므로 어느 정도의 고민이 필요함."
91,2,"남성용 아이템(D, F, G)과 이미 구성에 포함된 카테고리인 가방(C), 신발(H)이 있어 쉽게 제외 가능하며, 남은 여성 의류 중 정답인 원피스(I)가 뾰족코 힐과 레트로 백의 여성스럽고 세련된 분위기에 가장 잘 어울려 정답 선택이 비교적 수월함."
92,3,"정답인 가방(E) 외에도 하의(I)나 캐주얼한 신발(F, G) 등 주어진 티셔츠 및 귀걸이와 스타일이 잘 어울리는 아이템들이 여러 개 포함되어 있어 혼동될 여지가 있음."
93,2,"정답(H) 외에 오답 B(공용 바지)와 C(남성 신발)가 성별 및 스타일 면에서 유사한 속성을 가지고 있어 약간의 혼동을 줄 수 있으나, 나머지 대부분의 선택지가 여성용 제품이거나 패션 아이템이 아니어서 정답이 비교적 명확합니다."
94,2,"정답인 청바지(B)는 흰색 스니커즈와 가장 보편적으로 어울리는 조합입니다. 맨투맨(H)이나 원피스(I)가 대안이 될 수 있으나, 나머지 오답들이 겨울용 외투이거나 액세서리, 남성용 신발로 구성되어 있어 정답을 찾기가 비교적 쉽습니다."
95,3,"정답인 H(기본 나시) 외에도 C(하라주쿠풍 후드티), F(청바지), I(가방) 등 스트릿 스타일의 모자와 함께 매치 가능한 아이템들이 포함되어 있어 고민이 필요함. 또한 B, G와 같이 동일 카테고리(모자)인 오답들이 섞여 있어 변별력이 요구됨."
96,3,"정답인 G와 동일한 카테고리인 모자(A)가 포함되어 있어 헷갈릴 수 있으며, 상황에 제시된 하의와 중복되는 다른 바지류(C, D, J)가 오답으로 구성되어 있어 어느 정도의 판단이 필요함."
97,2,"기존 번들이 여성용 모자와 가방으로 구성되어 있어 남성용 아이템(E, F, J)을 쉽게 제외할 수 있습니다. 정답 A와 후보 H가 모두 여성용 신발이지만, 번들의 '우아함'과 '소청신(小清新, 깨끗하고 신선한 스타일)' 컨셉에는 어글리 슈즈(H)보다 리본 플랫슈즈(A)가 훨씬 더 적합하여 정답을 찾기 수월합니다."
98,2,정답 G가 기존 번들의 가방(아이템 2)과 '면마(棉麻)' 소재 및 '문예풍(文艺范)'이라는 스타일적 특징을 명확하게 공유하고 있어 정답 도출이 비교적 쉽습니다. 다른 후보들은 계절감이 다르거나 스타일이 상이합니다.
99,1,"기존 번들이 남성 스트릿/힙합 스타일(스니커즈, 청바지)인 반면, 오답 대부분이 여성용 의류나 액세서리(치마, 귀걸이, 여성용 상의 등)로 구성되어 있어 정답인 힙합 스타일 모자가 매우 뚜렷하게 구분됨."
100,3,"정답 E와 오답 D가 모두 '양털/플러시(羊羔毛毛绒)' 소재의 겨울 아우터로, 기존 번들의 소재 테마와 일치하여 매우 유사한 속성을 가지고 있어 헷갈릴 수 있음."
101,2,"기존 아이템인 청바지의 '레트로', '현아 스타일' 키워드와 정답 C의 '레트로', '현아 스타일' 키워드가 매우 잘 일치함. 오답 중 A, J가 상의이지만 계절감이나 스타일 면에서 C보다 덜 적합하며, 나머지는 신발이나 겨울 옷이라 쉽게 제외 가능함."
102,1,"상황이 남성용 운동화이며, 정답인 H만 남성용 바지로 성별과 스타일이 일치함. 나머지 대부분의 오답(A, B, C, D, E, F, G, J)이 여성용 의류 및 잡화여서 정답이 매우 뚜렷함."
103,2,"정답(I)은 기존 스커트와 계절감(봄/여름) 및 디자인 요소(홀잎 장식)가 일치하는 상의로, 스타일적 조화가 매우 뚜렷함. 가방류(B, E, J)나 다른 상의(F)가 후보에 있으나, 정답만큼의 구체적인 스타일 매칭(OL룩, 홀잎 디테일)이 이루어지지 않아 구분이 비교적 쉬움."
104,3,"정답인 티셔츠(A) 외에도 원피스(G), 바지(H, I), 부츠(J) 등 다양한 의류 아이템이 후보에 있어 스타일 조합에 대한 고민이 필요함. 다만, 동일 품목인 가방(D, E)이나 성별이 다른 남성용 신발(C) 등 명확한 오답들이 포함되어 있어 난이도가 아주 높지는 않음."
105,3,"정답인 B 외에도 계절감(가을/겨울)이 일치하는 D(니트 스커트), J(부츠)가 있으며, 특히 E 역시 가방 아이템으로 정답과 카테고리가 동일하여 혼동 가능성이 있음."
106,2,"대부분의 오답(C, H, I, J 등)이 매우 여성스럽거나 화려한 스타일이라 스트릿 패션 맥락의 정답과 확연히 구분되지만, F(나이키 운동화)가 스타일 면에서 정답보다 더 맥락에 잘 어울리는 하드 네거티브로 작용하여 약간의 고민이 필요함."
107,4,"정답인 G와 매우 유사한 베레모 아이템인 J가 존재하며, 특히 J는 상황 속 부츠의 '영국식(英伦)' 스타일과 일치하는 속성을 가지고 있어 정답과 구분하기 매우 어려움. 또한 동일 카테고리인 부츠(B, F)들이 오답으로 포함되어 있어 혼동 가능성이 높음."
108,3,"정답인 B 외에도 A와 D가 겨울용 부츠 제품군으로, 동일한 카테고리의 아이템들이 포함되어 있어 정답을 구별하는 데 고민이 필요함."
