dataset,bundle_id,sample_idx,gt_category,gt_cosine,gt_rank,gt_representative_items
pog,101,17,126c091a8ff171f694733a624089e68a,0.8045803421976978,1,"[""网红羊羔毛豆豆鞋女冬季加绒2018新款毛毛绒白色棉鞋一脚蹬毛毛鞋"", ""2019新款春秋鞋平底鞋软底真皮女鞋百搭舒适韩版平跟皮鞋大码单鞋"", ""刘亦菲唐嫣同款交叉绑带单鞋女平底百搭韩版裸色尖头中空黑色凉鞋""]"
pog,101,17,8585a77eaebc91282b433359863cb569,0.2819406946445886,20,"[""青蔷薇2018秋冬季新款加厚棉服女短款学生小清新保暖休闲棉衣外套"", ""原创森女部落可爱棉服短款面包服chic冬季女棉衣学生韩版ulzzang"", ""韩都衣舍2017韩版女装冬装新款宽松男友风短款棉衣棉服JT8158..槿""]"
pog,106,18,8476c833956c74092868c24514562b0b,0.7280862924842882,6,"[""粉色连帽双面羊绒大衣女2018秋冬流行新款中长款手工羊毛呢子外套"", ""双面呢羊毛大衣女中长款秋冬2018新款气质人字纹毛呢外套女赫本风"", ""冬装欧美街头宽松bf风棒球服毛呢大衣呢子外套中长款女""]"
pog,106,18,95c3a26ab13f3ec5cd28a281e3685e7b,0.2528884775364388,20,"[""韩国气质五角星星耳环女长款耳坠 欧美简约百搭个性潮人耳钉耳饰"", ""西班牙PD Paola Ins潮牌 纯银镀18k金复古大圆圈耳环耳圈 现货"", ""流苏耳环长款女欧美夸张复古水晶耳坠民族风气质韩国耳饰波西米亚""]"
pog,114,19,126c091a8ff171f694733a624089e68a,0.7846079395411414,10,"[""网红羊羔毛豆豆鞋女冬季加绒2018新款毛毛绒白色棉鞋一脚蹬毛毛鞋"", ""2019新款春秋鞋平底鞋软底真皮女鞋百搭舒适韩版平跟皮鞋大码单鞋"", ""刘亦菲唐嫣同款交叉绑带单鞋女平底百搭韩版裸色尖头中空黑色凉鞋""]"
pog,114,19,46eacb79120159c0d446c08e1f671b0f,-0.6803664823487294,64,"[""2019春夏季女装新款 纯棉修身圆领纯白色T恤女黑短袖衫时尚上衣服"", ""日着原创【轻运动】2017夏装新款 短款百搭针织上衣白色t恤女短袖"", ""[VNOOK2019春新款]基础百搭 单穿内搭长袖侧开叉圆领T恤 女三色""]"
pog,118,20,022ab423f035b47ac0af5046c51ed093,0.8077804689114214,5,"[""忠犬小八2018秋冬季新品半高领套头长袖毛衣女宽松韩版上衣打底衫"", ""九月陌墨 2019春季新款女装复古刺绣中长针织开衫女 宽松毛衣外套"", ""大喜自制 秋冬新款套头镂空手工编织宽松毛衣长袖百搭v领纯色外套""]"
pog,118,20,664162d351ab59ea042546db288bbf7c,0.8737205720490377,1,"[""凯莉包小真皮包包女包2019新款单肩斜挎手提包白色时尚大容量大包"", ""无香原创 净心花 古风禅意手工手绘棉麻帆布包包中国风女士单肩包"", ""真皮手提女包韩版时尚2019新款夏天牛皮单肩包女士斜挎大容量包包""]"
pog,120,21,0ab410a4baf435f5b6496cb061c11dc1,0.43130331182013326,7,"[""曼古银/曼谷银s925银耳钉时尚气质韩国简约短发小巧珍珠耳环女"", ""简约黑白色几何贝壳耳钉假耳环耳夹无耳洞耳饰日韩国韩版时尚配饰"", ""七里苏里复古会动的耳钉网红ins风几何小众纯银耳环女无耳洞耳夹""]"
pog,120,21,3afab60a60abe737c6b12772e0fcec0a,0.3874339986073603,10,"[""Grendha夏季巴西波西米亚时尚通勤沙滩舒适休闲夹脚平底凉鞋女"", ""ECCO爱步夏季女鞋 黑色方跟高跟鞋女露趾凉鞋女 型塑65 251323"", ""Aerosoles/爱柔仕2017夏季条带夹趾休闲平底圆头凉鞋女罗马鞋""]"
pog,124,22,2450d5bfc87a1f5b96e2837f5c87a70c,0.3240515303237865,17,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""威娅纪秋冬连衣裙女灯芯绒高腰大摆拖地长裙到脚踝的长款裙子"", ""2018新款女装夏装裙子碎花雪纺连衣裙中长款显瘦沙滩裙海边度假仙""]"
pog,124,22,de802e3a05e11e88ddd894aa58e0f4d9,0.3915397392008,15,"[""2018秋季女鞋黑色内增高帆布鞋子新款百搭韩版厚底松糕学生小白鞋"", ""人本帆布鞋女学生韩版小白鞋女原宿百搭ulzzang休闲鞋女平底布鞋"", ""黑色红色高帮帆布鞋女韩版中学生个性透气少女板鞋原宿高腰小白鞋""]"
pog,133,23,a6cd655d1645f38869be793d5fb194cb,-0.5786305090963606,64,"[""2018秋冬新款高腰阔腿裤牛仔裤女宽松 港味复古牛仔喇叭裤女长裤"", ""ITYOUMIO 2019夏季韩版新款宽松破洞毛须边显瘦百搭牛仔短裤"", ""红人馆显瘦牛仔裤女秋季2018新款韩版高腰宽松九分裤直筒阔腿裤子""]"
pog,133,23,b608ccb44928992e75009892971acd46,-0.675265412855228,65,"[""欧美街头扣八角帽黑色毛呢海军帽贝雷帽潮时尚英伦平顶军帽秋冬款"", ""新款原宿风个性铁环黑色毛呢帽子女秋冬季潮韩版复古大檐爵士礼帽"", ""贝雷帽女秋冬韩版简约百搭八角帽子文艺日系小清新可爱南瓜画家帽""]"
pog,137,24,664162d351ab59ea042546db288bbf7c,0.8892924648652627,1,"[""凯莉包小真皮包包女包2019新款单肩斜挎手提包白色时尚大容量大包"", ""无香原创 净心花 古风禅意手工手绘棉麻帆布包包中国风女士单肩包"", ""真皮手提女包韩版时尚2019新款夏天牛皮单肩包女士斜挎大容量包包""]"
pog,137,24,fc528592c3858f90196fbfacc814f235,0.5999128176867721,12,"[""红袖春秋新款大方后拉链风琴褶高腰百褶中长款针织半身裙潮"", ""相对纶/在路上暗橘高腰绑带复古裙半身开叉 通勤优雅中长裙包臀"", ""夏季女生银色皮裙短裙高腰背带裙街头显瘦嘻哈NANAWANG原创设计师""]"
pog,138,25,126c091a8ff171f694733a624089e68a,0.8305508865672394,1,"[""网红羊羔毛豆豆鞋女冬季加绒2018新款毛毛绒白色棉鞋一脚蹬毛毛鞋"", ""2019新款春秋鞋平底鞋软底真皮女鞋百搭舒适韩版平跟皮鞋大码单鞋"", ""刘亦菲唐嫣同款交叉绑带单鞋女平底百搭韩版裸色尖头中空黑色凉鞋""]"
pog,138,25,b608ccb44928992e75009892971acd46,0.8279754491931682,3,"[""欧美街头扣八角帽黑色毛呢海军帽贝雷帽潮时尚英伦平顶军帽秋冬款"", ""新款原宿风个性铁环黑色毛呢帽子女秋冬季潮韩版复古大檐爵士礼帽"", ""贝雷帽女秋冬韩版简约百搭八角帽子文艺日系小清新可爱南瓜画家帽""]"
pog,139,26,126c091a8ff171f694733a624089e68a,-0.031499441522115104,36,"[""网红羊羔毛豆豆鞋女冬季加绒2018新款毛毛绒白色棉鞋一脚蹬毛毛鞋"", ""2019新款春秋鞋平底鞋软底真皮女鞋百搭舒适韩版平跟皮鞋大码单鞋"", ""刘亦菲唐嫣同款交叉绑带单鞋女平底百搭韩版裸色尖头中空黑色凉鞋""]"
pog,139,26,3e600277f4bf92983bf6fcb0ac09e0d7,-0.05004249943929102,37,"[""famous 2018秋季新款高腰休闲宽松灰色针织阔腿裤女"", ""欧可芮 时髦复古格纹高腰直筒长裤修身通勤铅笔西裤小脚裤女秋冬"", ""&amp;[KZ116836AL] 笑涵阁轻松一字马 强弹力裤脚毛须开衩休闲铅笔裤""]"
pog,140,27,3e600277f4bf92983bf6fcb0ac09e0d7,0.8152829984409602,8,"[""famous 2018秋季新款高腰休闲宽松灰色针织阔腿裤女"", ""欧可芮 时髦复古格纹高腰直筒长裤修身通勤铅笔西裤小脚裤女秋冬"", ""&amp;[KZ116836AL] 笑涵阁轻松一字马 强弹力裤脚毛须开衩休闲铅笔裤""]"
pog,140,27,852a581f78e4f4d7ecf9972a038e440c,0.980509716797085,1,"[""动力足女鞋秋冬2018新款长靴子平底皮靴加绒真皮平跟马靴女长筒靴"", ""ins马丁靴女英伦风短筒2018秋冬新款学生韩版百搭粗跟短靴女中跟"", ""薇娅viya定制2018春秋新款尖头中筒靴粗跟水钻尖头马丁靴弹力靴女""]"
pog,143,28,126c091a8ff171f694733a624089e68a,0.8217307177199408,8,"[""网红羊羔毛豆豆鞋女冬季加绒2018新款毛毛绒白色棉鞋一脚蹬毛毛鞋"", ""2019新款春秋鞋平底鞋软底真皮女鞋百搭舒适韩版平跟皮鞋大码单鞋"", ""刘亦菲唐嫣同款交叉绑带单鞋女平底百搭韩版裸色尖头中空黑色凉鞋""]"
pog,143,28,6eb82f81b7105a1112fec1bb3c8dd62b,0.44939797384095326,13,"[""毛衣条纹九分袖宽松韩版春装女2019新款打底衫套头喇叭袖针织衫女"", ""韩都衣舍2018秋装新款女韩版连帽宽松针织衫chic毛衣JM6116蒖於"", ""奥芝国毛衣外套女韩版2018新款长袖宽松针织开衫慵懒风上衣中长款""]"
pog,143,28,a6cd655d1645f38869be793d5fb194cb,0.866701381434765,7,"[""2018秋冬新款高腰阔腿裤牛仔裤女宽松 港味复古牛仔喇叭裤女长裤"", ""ITYOUMIO 2019夏季韩版新款宽松破洞毛须边显瘦百搭牛仔短裤"", ""红人馆显瘦牛仔裤女秋季2018新款韩版高腰宽松九分裤直筒阔腿裤子""]"
pog,158,29,8476c833956c74092868c24514562b0b,0.6383692020587531,10,"[""粉色连帽双面羊绒大衣女2018秋冬流行新款中长款手工羊毛呢子外套"", ""双面呢羊毛大衣女中长款秋冬2018新款气质人字纹毛呢外套女赫本风"", ""冬装欧美街头宽松bf风棒球服毛呢大衣呢子外套中长款女""]"
pog,158,29,a6cd655d1645f38869be793d5fb194cb,0.7846079140916367,2,"[""2018秋冬新款高腰阔腿裤牛仔裤女宽松 港味复古牛仔喇叭裤女长裤"", ""ITYOUMIO 2019夏季韩版新款宽松破洞毛须边显瘦百搭牛仔短裤"", ""红人馆显瘦牛仔裤女秋季2018新款韩版高腰宽松九分裤直筒阔腿裤子""]"
pog,160,30,2450d5bfc87a1f5b96e2837f5c87a70c,0.7875220257707463,1,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""威娅纪秋冬连衣裙女灯芯绒高腰大摆拖地长裙到脚踝的长款裙子"", ""2018新款女装夏装裙子碎花雪纺连衣裙中长款显瘦沙滩裙海边度假仙""]"
pog,160,30,852a581f78e4f4d7ecf9972a038e440c,0.18210171219994004,29,"[""动力足女鞋秋冬2018新款长靴子平底皮靴加绒真皮平跟马靴女长筒靴"", ""ins马丁靴女英伦风短筒2018秋冬新款学生韩版百搭粗跟短靴女中跟"", ""薇娅viya定制2018春秋新款尖头中筒靴粗跟水钻尖头马丁靴弹力靴女""]"
pog,166,31,08734b0d499542a3a0ae060fb5597d09,0.6666075149104337,5,"[""A7seven 帅气百搭短款牛仔短外套女秋季韩版宽松显瘦休闲夹克衫潮"", ""米莱达2018装新款休闲时尚飞行夹克服字母刺绣棒球服短外套秋"", ""2018冬季羊羔毛牛仔外套女加厚保暖宽松学生韩版bf风假两件连帽潮""]"
pog,166,31,a6cd655d1645f38869be793d5fb194cb,0.7846079140916367,2,"[""2018秋冬新款高腰阔腿裤牛仔裤女宽松 港味复古牛仔喇叭裤女长裤"", ""ITYOUMIO 2019夏季韩版新款宽松破洞毛须边显瘦百搭牛仔短裤"", ""红人馆显瘦牛仔裤女秋季2018新款韩版高腰宽松九分裤直筒阔腿裤子""]"
pog,172,32,46eacb79120159c0d446c08e1f671b0f,-0.024619695887119604,26,"[""2019春夏季女装新款 纯棉修身圆领纯白色T恤女黑短袖衫时尚上衣服"", ""日着原创【轻运动】2017夏装新款 短款百搭针织上衣白色t恤女短袖"", ""[VNOOK2019春新款]基础百搭 单穿内搭长袖侧开叉圆领T恤 女三色""]"
pog,172,32,a6cd655d1645f38869be793d5fb194cb,0.5468751755137062,2,"[""2018秋冬新款高腰阔腿裤牛仔裤女宽松 港味复古牛仔喇叭裤女长裤"", ""ITYOUMIO 2019夏季韩版新款宽松破洞毛须边显瘦百搭牛仔短裤"", ""红人馆显瘦牛仔裤女秋季2018新款韩版高腰宽松九分裤直筒阔腿裤子""]"
pog,173,33,3e600277f4bf92983bf6fcb0ac09e0d7,0.7267271350294952,9,"[""famous 2018秋季新款高腰休闲宽松灰色针织阔腿裤女"", ""欧可芮 时髦复古格纹高腰直筒长裤修身通勤铅笔西裤小脚裤女秋冬"", ""&amp;[KZ116836AL] 笑涵阁轻松一字马 强弹力裤脚毛须开衩休闲铅笔裤""]"
pog,173,33,de802e3a05e11e88ddd894aa58e0f4d9,0.43081601773327005,15,"[""2018秋季女鞋黑色内增高帆布鞋子新款百搭韩版厚底松糕学生小白鞋"", ""人本帆布鞋女学生韩版小白鞋女原宿百搭ulzzang休闲鞋女平底布鞋"", ""黑色红色高帮帆布鞋女韩版中学生个性透气少女板鞋原宿高腰小白鞋""]"
pog,176,34,3afab60a60abe737c6b12772e0fcec0a,0.28609249477196974,14,"[""Grendha夏季巴西波西米亚时尚通勤沙滩舒适休闲夹脚平底凉鞋女"", ""ECCO爱步夏季女鞋 黑色方跟高跟鞋女露趾凉鞋女 型塑65 251323"", ""Aerosoles/爱柔仕2017夏季条带夹趾休闲平底圆头凉鞋女罗马鞋""]"
pog,176,34,594c45bd75088c708c8acb043ca9b377,0.3419185912562537,10,"[""ZENGLIU小众耳夹无耳洞女法式耳钉简约气质冷淡风耳环耳骨夹耳饰"", ""无耳洞耳夹女长款流苏五角星珍珠耳坠耳环日韩气质个性百搭耳饰"", ""OSEWAYA珍珠耳夹无耳洞女韩国简约清新冷淡风耳环气质耳饰耳骨夹""]"
pog,180,35,3afab60a60abe737c6b12772e0fcec0a,-0.1881244292931489,37,"[""Grendha夏季巴西波西米亚时尚通勤沙滩舒适休闲夹脚平底凉鞋女"", ""ECCO爱步夏季女鞋 黑色方跟高跟鞋女露趾凉鞋女 型塑65 251323"", ""Aerosoles/爱柔仕2017夏季条带夹趾休闲平底圆头凉鞋女罗马鞋""]"
pog,180,35,95c3a26ab13f3ec5cd28a281e3685e7b,0.2528884775364388,20,"[""韩国气质五角星星耳环女长款耳坠 欧美简约百搭个性潮人耳钉耳饰"", ""西班牙PD Paola Ins潮牌 纯银镀18k金复古大圆圈耳环耳圈 现货"", ""流苏耳环长款女欧美夸张复古水晶耳坠民族风气质韩国耳饰波西米亚""]"
pog,182,36,0ab410a4baf435f5b6496cb061c11dc1,-0.36102347996465245,37,"[""曼古银/曼谷银s925银耳钉时尚气质韩国简约短发小巧珍珠耳环女"", ""简约黑白色几何贝壳耳钉假耳环耳夹无耳洞耳饰日韩国韩版时尚配饰"", ""七里苏里复古会动的耳钉网红ins风几何小众纯银耳环女无耳洞耳夹""]"
pog,182,36,3e600277f4bf92983bf6fcb0ac09e0d7,0.8990583201636426,1,"[""famous 2018秋季新款高腰休闲宽松灰色针织阔腿裤女"", ""欧可芮 时髦复古格纹高腰直筒长裤修身通勤铅笔西裤小脚裤女秋冬"", ""&amp;[KZ116836AL] 笑涵阁轻松一字马 强弹力裤脚毛须开衩休闲铅笔裤""]"
