bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
27102,9026,1,B,"[25797, 17743]","[30264, 9026, 8735, 18286, 13955, 4715, 13409, 12727, 15496, 7427]",1. Shes 모조 진주 바로크 복고풍 스타일 술 긴 귀걸이 귀걸이 기질 성격 귀걸이 여성을위한 둥근 얼굴 귀걸이; 2. 블랙 아이 가방 가방 여성 2019 여름 새로운 어깨 여성 가방 다재다능한 기능 크로스바디 가방 패션 작은 가방 유행,"A. [잇걸 한정 맞춤] 한식 모직 에이라인 스커트 여성 스커트 스커트 2017 겨울 신상#; B. ADA MISS 게으른 실루엣 레이스 미드길이 니트 카디건 초봄 2018 새로운 한국 스타일 루즈한 재킷; C. 무유 여장 가방 2019 신형 크로스백 패션 한식 다용도 트렌드 숄더백 대비 자수 캐주얼 핸드백 D. 준비 재고 시베니 새틴 샌들, 플랫 슈즈, 캐주얼 슈즈, 외투 여성화, 2018 여름 신상 특집 E. 유럽 역 ​​2019 봄 신상 여성화, 가죽 하이탑 스니커즈, 여성 캐주얼 다용도 레이스업 하이힐 플랫폼 슈즈 F. 두꺼운 하이넥 블랙 밑단 셔츠, 여장 맨투맨, 날씬한 타이트한 긴팔 맨투맨, 2019 가을 겨울 신상 여장 G. FENDAS INS 여성 초인기 면 재킷 2019 새로운 컷 컬러 블록 디자인 후드 짧은 두꺼운 재킷; H. NDZ 유럽과 미국 스타일의 하이 웨이스트 슬림 엉덩이를 덮는 신축성 없는 데님 찢어진 워싱 청바지 벨트 디자인 2018; I. 여성용 방수 및 미끄럼 방지 2018 겨울 새 스타일 정품 가죽 야외 따뜻한 마틴 부츠를 위한 모피 통합 스노우 부츠 다용도; J. BDCT 일본 레트로 스티치 야구 재킷 남성 트렌드 봄 홍콩 패션 브랜드 작업복 대비 색상 야구 재킷",F,F,0,0.34,1.0
14568,4849,4,E,"[23118, 30318]","[24956, 1273, 17860, 28039, 4849, 22345, 22095, 3408, 31, 13017]","1. 여성용 신발 2개, 천연 가죽 두꺼운 밑창 플랫폼 아빠 신발, 여성용 2019 봄 신상 운동화, 다용도 키높이 캐주얼 신발 30% 할인; 2. 여성을 위한 복고풍 여성스러운 하트 금박 아크릴 귀걸이, 한국 스타일, 긴 스타일, 맞춤형 스털링 실버 귀걸이 및 귀걸이 R014","A. [zz] 담수 진주 반지 여성 더블 레이어 술 체인 진주 반지 오픈 스털링 실버 가운데 손가락 반지; B. To My Love'Dream Elf'프랑스 소녀 슈퍼 요정 요정 스커트 메쉬 하이 웨이스트 슬림 캐미솔 드레스; C. 2019 새로운 아트 캔버스 가방 여성용 숄더백 한국어 단순 다용도 핸드백 여성용 소형 신선한 캔버스 가방; D. Xiao Guli 화이트 하이 웨스트 반바지 여성 여름 2018 새로운 한국 스타일 슬림 커프 BF 루즈한 A라인 캐주얼 바지; E. 【MONA】개인 스타일, 여성 투웨어 풀오버 스웨터, 루즈한 캐주얼 니트 가디건, 겨울 두꺼운 재킷; F. Little Tomato 맞춤형 2018 봄 신자 프린트 반팔 티셔츠, 루즈한 화이트 라운드 넥 티셔츠; G. HEFANG 쥬얼리/그 팡 쥬얼리 불가사리 귀걸이 925 스털링 실버 여성용 심플하고 우아한 귀걸이와 귀걸이; H. Bortichi 가죽 화이트 슈즈 2018 신형 두꺼운 밑창 한국식 레이스업 다용도 스니커즈 41191; I. Yigelila 2018 새로운 가을 드레스 섹시한 등이없는 스트랩 미디 스커트 메쉬 자수 드레스 여성; J. Carlome Jewelry s925 실버 바늘 레드 쉘 비즈 술 귀걸이 여성용 한국 긴 기질 귀걸이",C,C,0,0.34,1.0
19584,21822,8,I,"[3296, 5060]","[2558, 10660, 27753, 4091, 23831, 27565, 1106, 21826, 21822, 15814]",1. [남부 스타일] 블랙 미니멀리스트 작은 사각형 가방 2018 새로운 패션 간단한 여성 가방 어깨 가방 크로스 바디 가방 작은 가방; 2. Zhang Beibei ibell 가을 겨울 한국어 버전 2018 신상 여성 슬림 미디엄 롱 스웨터 바닥 니트 드레스,A. 여성을 위한 새로운 가을 겨울 버킷백 2018 유행 한국판 휴대용 크로스바디 다용도 심플 대용량 패셔너블 숄더백; B. 필리핀 빅 폴로넥 스커트 디자인 작은 향기로운 원피스 기질 슬림한 스트레이트 배를 덮는 작은 검은색 드레스; C. 바이트헤어.026 크림팝시클펭귄. 향수 TEE 남성용 대비 래글런 슬리브 커플 티셔츠; D. 여성용 흰색 신발 정품 가죽 두꺼운 밑창 플랫폼 신발 한국식 다용도 게으른 슬립온 로퍼 여성용 플랫 캐주얼 신발; E. 일본 오리지널 디자인 여성 2018 신상 와이드 청바지 여성용 스트레이트 팬츠 여성용 블랙 루즈 팬츠; F.9월 Mo Mo 2019 신상 가을 여장 스트라이프 후드 배색 풀오버 스웨터 루즈 캐주얼 G. Xiang Coco 연예인 향수 가을 시크 진주 복고 트위드 재킷 2018 새로운 기질 상의 H. 여성을 위한 모피 올인원 스노우 부츠 2018 겨울 새로운 패션 내부 고조 따뜻한 플러스 벨벳 두꺼운 밑창 방수 짧은 튜브; I. 2018 여성 플랫 부츠 첼시 부츠 겨울 면화 만능 누드 부츠 인터넷 스타 마틴 부츠 날씬하다; J. 한국어 목 보석 네잎 클로버 목걸이 쇄골 체인 짧은 검은 색 목 체인 초커 여성용 초커 넥 스트랩,J,J,0,0.34,1.0
11363,12577,2,C,"[15228, 29527]","[19334, 26240, 12577, 26636, 12086, 6146, 8314, 27542, 28558, 945]",1. Xiaorui 여성을 위한 아름다운 가방 컬러 매칭 마름모 가방 2019 여성을 위한 새로운 심플 다용도 크로스바디 백 숄더백 소형 가방; 2. 여성용 얇은 섹션 JHXC 라운드 넥 스트라이프 풀오버 스웨트 셔츠 2019 봄 신상 긴팔 한국식 루즈 탑,A. 불규칙한 서스펜더 스커트 학생복 귀여운 2018 새 한국 버전 스커트 가을 겨울 작은 소녀들을 위한; B. 2018 봄 신상 여성 가방 한국 얼짱 작은 사각형 가방 캐주얼 크로스백 트렌디한 복고풍 숄더백 작은 가방; C. 두꺼운 굽의 여성을 위한 영국 스타일 작은 가죽 신발 검은색 2018 새로운 가을 대학 스타일 복고풍 다용도 부드러운 여자 신발; D.9월 모모 2019 가을 신상 여성 슬림 신축성 허리 청바지 블랙 다용도 타이트 E. GENANX 라이트닝 패션 브랜드 파일 칼라 스웨터 남성용 한국 스타일 느슨한 불규칙한 밑단 트위스트 풀오버 니트웨어; F. Ziqing 한국 스타일 스트레이트 하렘 바지 여성 가을 ​​2018 새로운 루즈 캐주얼 바지 하이 웨이스트 9점 바지; G. Woolen Bloomers 여성용 2018 가을 겨울 신상 루즈한 하이 웨이스트 첫사랑 와이드 팬츠 타이 레그 9부 캐주얼 팬츠; H. La Chapelle 2018 신상 캐주얼 문자 프린트 화이트 라운드 넥 반팔 티셔츠 여성용 60005635; I. Mama Ti 2019 여름 신작 포메 스커트 인스 초핫 티셔츠 스커트 루즈 스트라이프 원피스 여성 트렌드 브랜드; J. 여성용 스몰 그레인 가죽 바지 2018 가을 새로운 다재다능한 하이 웨이스트 와이드 레그 팬츠 패셔너블한 허리 슬리밍 캐주얼 반바지,F,F,0,0.34,1.0
4880,23124,0,A,"[25685, 27114]","[23124, 5906, 1845, 3776, 12811, 20765, 9695, 15476, 14535, 18506]","1. 2018 여성용 짧은 스커트, 여름 순색 면 스커트, 하이웨이스트, 날씬하고 상큼하고 패셔너블한 A라인 힙 스커트, 치 스커트 2. 여성용 비치 모자, 파나마 밀짚 모자, 여름 모자, 작은 신선한 해변 해변 모자, 태양 모자, 휴가 용 태양 보호 모자",A. 글로벌 인스 2019 봄 신상 다용도 화이트 슈즈 캔버스 슈즈 한국 스타일 얼짱 가을 운동화; B. 2018 겨울 여성용 벨벳 청바지 새로운 한식 하이웨이스트 스플리싱 9부 다용도 바지와 작은 발을 위한 두꺼운 펜슬 팬츠; C. Xiaoluo 17 겨울 새 스타일 문학적 루즈한 양면 모직 코트 중간 길이의 신선한 인형 칼라 여성 모직 코트; D. RLL 울 러플 슬림핏 그라데이션 핏 피쉬테일 스커트 니트 드레스 롱 스커트(스카프 포함); E. 유럽 스테이션의 우아하고 견고한 스팽글 라운드넥 미드슬리브 루즈 드레스; F. 여성을 위한 초핫 자수 사랑 스웨터 2018 가을 겨울 신상 인터넷 연예인 게으른 스타일 루즈한 하이넥 스웨터; G. 2018 봄 신상 루즈한 슬리밍 화이트 찢어진 여성용 9부 바지 BF 스타일 거지 바지 롤 밑단 하렘 바지; H. [S] 2018 여름 신작 보타이와 스팽글 자수 플라워 슬림핏 러플 드레스; I. A21 남성 여름 블랙 나인포인트 팬츠 남성 트렌디 하렘 캐주얼 팬츠 남성 운동화 트렌디 브랜드; J. Xiaorui 아름다운 가방 여성을위한 대형 하드웨어 버클 작은 사각형 가방 2019 새로운 유럽과 미국 패션 싱글 숄더 복고풍 크로스 바디 작은 가방,A,A,1,0.34,1.0
4704,10798,1,B,"[4277, 20501]","[17038, 10798, 14558, 3591, 23437, 26152, 9496, 29352, 28993, 29686]",1. [남부 스타일] 레트로 잠금 체인 가방 여성 패션 새로운 어깨 가방 크로스 바디 가방 2019 다목적 가방 여성 가방; 2. 봄 여성 의류 2019 새로운 영국 스타일 레트로 슬림 미디엄 롱 자켓 허리 플리츠 얇은 오버-더-니 윈드 브레이커,"A. MG 작은 코끼리 풀오버 후드 티셔츠 여성용 봄 2019 새로운 한국어 스타일 맞춤형 편지 학생 루즈 캐주얼 탑; B. RAIZO 편안한 하이힐, 발이 아프지 않은 뾰족한 발가락 얇은 굽 2019 신작 봄 여름 여성스러운 다용도 스트랩 C. Tangli 여름 옷 새로운 유럽과 미국의 드레스 흰색 요정 술 오프 어깨 프릴 서스펜더 드레스 짧은 치마; D. 양모 양모 모자 여성 햅번 스타일 유럽과 미국의 대형 챙 모자 펠트 모자 봄, 가을, 겨울 여성을 위한 세련된 복고풍 모자; E. 여성용 밀짚모자, 여름용 접이식 해변 모자, 해변 휴가용 자외선 차단 모자, 캐주얼하고 다양한 챙이 있는 태양 모자; F. Qiqijia, 상큼하고 교묘한 2018 신상 여름 쉬폰 셔츠, 러플 오프숄더 선녀풍 여성용 탑, 슈퍼 선녀; G. Gungunjia 2018 가을 신작 하라주쿠 스타일 루즈한 bf 닳은 레이스 대비 컬러 후드 데님 재킷, 여성용; H. [특별 제공] 봄 미국 위장 중간 길이 후드 윈드 브레이커 스트리트 트렌드 루즈 코트 젊은 남성 코트; I. 품절; J. MG 베이비 코끼리 핑크 빅 모피 칼라 코튼 코트 여성용 2018 새로운 느슨한 스위트 코튼 자켓 겨울 두꺼운 따뜻한 코트",D,D,0,0.34,1.0
21892,29683,3,D,"[17832, 10649]","[9958, 19860, 6434, 29683, 6804, 7655, 11832, 7983, 10129, 29682]","1. 2019 봄 ins 슈퍼 핫 불규칙 프렌치 복고 홍콩 스타일 하이웨이스트 스커트 롱 스커트 여성 가을 ​​겨울 스커트 2. Miaolian 2018 겨울 새로운 라운드 발가락 여성용 두꺼운 뒤꿈치 짧은 부츠 니트 탄성 슬림 부츠, 레이스 업 벨벳 마틴 부츠 여성용","A. 2019 신상 Vancl Eslite 캔버스 슈즈, 하이탑 클래식 캐주얼 슈즈, 여성화, 학생 커플 블랙 슈즈 B. 미국 제프리 캠벨 화이트 스위트 리본 플랫 편안한 샌들 뮬 슈즈 여름 신상 스타일; C. 남성용 여름 블루 화이트 스트라이프 셔츠, 긴팔, 한국판, 헐렁하고 예쁘고 트렌디한 인터넷 연예인 얇은 셔츠 재킷 인; D. Okorui 한정판 ~ 격자 무늬 러플 벨벳 긴팔 셔츠 여성 봄을 위한 한국식 슈퍼 요정 슬림 탑; E. Alice W Huahuajia 가을 겨울 여성 모직 코트 2019 인기 코트 중간 길이 루즈한 보라색; F. iiJin/애진 공식 만능 신상 화이트 슈즈로 여성화 여름 통기성 캐주얼 슈즈 AF271TQ; G. 여성용 시폰 셔츠 2018 봄 가을 신상 긴팔 루즈한 한국식 셔츠 흰색 상의 계획 셔츠 디자인; H. 여성용 어부 모자 여름 한국 스타일 다재다능한 학생 일본 양산 캐주얼 패션 귀여운 복고풍 유행 여성용 모자 봄과 가을; I. Star와 같은 스타일의 자수 작은 꿀벌 흰색 신발 플랫 정품 가죽 레이스 다용도 캐주얼 스포츠 흰색 운동화는 남녀 모두를위한; J. Pa Zhangjia 유럽 역 ​​중공업 중장거리 모조 밍크 코트 여성 겨울 2018 신작 인기 모직 코트",D,D,1,0.34,1.0
29651,26036,2,C,"[25466, 30641]","[23567, 15705, 26036, 6849, 15991, 11574, 12431, 29476, 2338, 29433]","1. 여성용 짧은 부츠 2019 새로운 한국식 여성용 겨울 플랫 마틴 부츠에 여성용 벨벳 영국식 두꺼운 밑창 첼시 부츠; 2. 울 함량이 최대 90%인 AI 프렌치 복고풍 베레모 가을, 겨울 여성 화가 모자 모직 호박 모자","A. Handu Yishe 2019 한국 여성 봄 신상 투피스 세트 A라인 체크무늬 긴팔 원피스 OY7488 Huan; B. Handu Yishe 2018 한국 여성 가을 ​​신입생 편지 루즈한 풀오버 트렌디 스웨트 셔츠 JW11446 Xiao; C. [남부 스타일] 소가죽 클래식 잠금 장치 여성용 2019 신형 가을 겨울 가방 어깨에 매는 가방 크로스백; D. AMH 한국 스타일 남성용 2018 봄 스트라이프 셔츠 심플 프린트 캐주얼 긴팔 셔츠 남성용 NX7106把; E. Handu Yishe 2019 봄 신상 여성 한식 레이스 업 프린트 원피스 DU8149 Ying; F. 후드 지퍼 레이스업 허리 우아한 슬리밍 점프수트 반바지; G. VEGA CHANG/2018 가을 겨울 신색 블록 재킷 코트 모피 원피스 스플리싱 쇼트 코트 여성; H. 유럽과 미국의 2019 봄과 가을 새로운 진주 라인 석 스퀘어 버클 스틸레토 뾰족한 신발 중간 굽 파티 얕은 입 단일 신발 여성 신발; I. Origin Fan 2018 가을 신상 싱글 브레스트 코팅 체크 무늬 허리 윈드 브레이커 여성용 미디엄 롱 캐주얼 자켓 022H; J. 하이 웨스트 청바지 여성 2019 가을, 겨울 신축성 허리 대형 9 점 바지 지방 mm 탄성 슬리밍 소형 발 바지",C,C,1,0.34,1.0
7466,15133,7,H,"[30641, 25576]","[28541, 8262, 5919, 19250, 4662, 19502, 21854, 15133, 21320, 7011]","1. 양모 함량이 최대 90%인 AI 프랑스 복고풍 베레모, 가을 겨울 여성 화가 모자 모직 호박 모자; 2. 여성용 면 코트 2018 새로운 한국어 버전 느슨한 중간 길이의 두꺼운 다운 면 코트 학생 겨울 ​​빵 재킷","A. Fellala 스타 시리즈 여성을 위한 인공 진주 오픈 반지, 패셔너블한 반지, 심플한 검지 반지; B. STELLA LUNA 봄 여름 신상 소스웨이드 라운드 발가락 오픈 발가락 발목 스트랩 여성 샌들; C. LAOGUI 오래된 유령 원래 중국 스타일 틈새 디자이너 팬 가방 여성 가방 클러치 이브닝 백; D. 나는 Muse 봄의 새로운 다재다능한 개성을 지닌 럭셔리 반투명 골드 메탈 오목 및 볼록 광택 마이크로 파베 지르콘 귀걸이를 좋아합니다. E. 화이트 모직 팬츠 여성 봄 9부 2019 신상 루즈한 울 와이드 하렘 팬츠 캐주얼 무팬지; F.Luojia RMOJUL 2018 가을 여성 신식 스탠드 칼라 트럼펫 슬리브 ​​데님 피쉬테일 롱 스커트 드레스 SW; G. 폴카 도트 쉬폰 드레스 여성 2019 봄 가을 신작 한국식 중간 길이 무릎 위 허리 요정 스커트 여름; H. 여성을 위한 겨울 따뜻한 스노우 부츠 2018 새로운 한식 학생 다목적 두꺼운 밑창 면화 여성 부츠 두꺼워지고 벨벳 짧은 부츠; I. 2019 스위트 베티버 셔츠 선녀 리본 핑크 셔츠 싱그럽고 사랑스러운 화이트 상의 봄 J. 쥬얼리 높은 색상 유지 S925 실버 바늘 기질 슈퍼 플래시 러브 귀걸이 지르콘 여성을 위한 작고 절묘한 귀 스터드 한국",H,H,1,0.34,1.0
19391,16507,7,H,"[19325, 4549]","[24570, 19032, 26523, 6952, 4025, 22697, 333, 16507, 7120, 4972]","1. GENANX 번개 트렌디 브랜드 스웨트팬츠 남성용 커프스 바지, 남성용 가을 트렌디 캐주얼 바지, 멋진 캐주얼 프린트; 2. Bangton 시계 남성용 기계식 시계, 완전 자동 방수 트렌디 신개념 학생용 강철 벨트, 중국 유명 브랜드 남성용 시계",A. AIMIGAO 2018 신상 초가을 얕은 뾰족한 스틸레토 힐 슬립온 패션 여성화 B. Cheji 2018 신상 가을 겨울 두꺼운 굽 중 굽 여성 대학 영국 특허 가죽 일본식 둥근 발가락 싱글 슈즈; C. Qianggunjia 2018 여름 신작 한국 스타일 연예인 섹시 오프숄더 패션 불규칙 플래시 다이아몬드 러플 탑 여성용; D. 키가 크고 짧은 스포츠용 여아 상의 긴팔 루즈한 가을 겨울 코트 2018 신형 허리 후드; E. 클리어런스 코튼 린넨 일본 토트 캔버스 가방 게으른 스타일 문학 여성용 가방 심플한 복고풍 어깨 대형 가방 토트 백; F. 여성용 풀오버 터틀넥 스웨터 2018 가을 겨울 새로운 한국식 루즈한 게으른 스타일의 알파카 짧은 니트 스웨터 라인; G. 오몬트 에그타르트 하우스 레트로 컬리지 스타일 다용도 솔리드 컬러 하이웨이스트 데님 스커트 여학생 A라인 짧은 스커트 여름; H. GENANX 번개 패션 브랜드 로우컷 스니커즈 슬립온 힙합 심플 브리티쉬 캐주얼 유스 트렌디 플랫폼 슈즈; I. Ginbenjia 오리지널 925 스털링 실버 도금 14K 금 물고기 고리 레이스 귀걸이 눈물 귀걸이 공주 스타일 일본 조명 주얼리; J. Handu Yishe 2018 한국 여성 봄 새 스타일 오프 숄더 루즈 바닥 셔츠 긴팔 자수 티셔츠 AA8600,H,H,1,0.34,1.0
1718,2855,4,E,"[13625, 8839]","[23826, 19503, 23880, 15350, 2855, 3517, 6996, 20334, 10534, 4571]",1. 뜨거운 공기 가을 대학 스타일 달콤한 숙녀 레이스 업 캐주얼 통기성 신발 둥근 발가락 흰색 신발 H14W8501; 2. Aite 백라이트 여성용 여름 중간 길이 검정색 반팔 티셔츠 2019 새로운 루즈한 한국 스타일 학생 상의,"A.Dge 2018 가을 신상 악어가죽 무늬 별 작은 더러운 신발 더러운 신발 캐주얼 운동화 B. LMTNZD 새 여름 남성 반팔 티셔츠, 라운드 넥 포켓 한국식 루즈 캐주얼 트렌디 퓨어 코튼 탑; C. Yunwujuan 오리지널 면과 린넨 민족 남성용 윈드 브레이커 중간 길이 코트 봄, 가을 남성용 코트 망토 [전투 깃발]; D. 후드 코트 여성용 얇은 2018 가을 신상 패션 브랜드 대비 컬러 힙합 야구 유니폼 학생 캐주얼 스포츠 가디건; E. ZENGLIU 작은 원형 귀걸이, 여성스러운 짧은 귀걸이, 심플하고 활용도가 높은 한국 귀걸이, 차가운 스타일의 은침 귀걸이; F. 시칠리아 남성 봄 루즈한 휴가 캐주얼 복고풍 홍콩 스타일 시크 셔츠 스트라이프 코튼 탑 남성 한국 스타일; G. 뜨거운 겨울 스타일의 상큼한 레이스업 여성 캐주얼 슈즈 플랫 힐 청소년 하이탑 슈즈 H91W7411; H. Miss Chipmunk 2019 가을 겨울 신상품 입고 기분 좋아요~무지개 스트라이프 라운드넥 스웨터 바닥 셔츠; I. Miss Chipmunk 여름 여성 요정 상의 달콤하고 상큼한 브이넥 슬림 러플 문학 셔츠; J. 초가을 게으른 스타일 스웨터 여성 중간 길이 얇은 느슨한 헐렁한 탑 후드 루즈 롱 스웨터 스커트 무릎 위",D,D,0,0.34,1.0
13526,30641,1,B,"[30341, 26184]","[23639, 30641, 26552, 12635, 9251, 11250, 28642, 6543, 30359, 22134]",1. 겨울 한국식 학생 대형 슬리밍 스웨터 여성용 A7seven 헐렁하고 게으른 두꺼운 라운드 넥 풀오버 스웨터; 2. 여성을 위한 레이스업 마틴 부츠 영국 스타일의 두꺼운 굽 2018 가을 겨울 새로운 라운드 발가락 여성을 위한 다목적 슬리밍 짧은 부츠 중간 굽 발목 부츠,A. SSQ2018 봄 신풍 문예 복고 데님 멜빵 스트레이트 청바지 여성 9부 팬츠 독특한 제품; B. AI 프랑스 복고풍 베레모 울 함량 최대 90% 가을 겨울 여성 화가 모자 모직 호박 모자; C. 2019 유행 신발 봄 여름 하이탑 캔버스 신발 여성화 한국판 천화 학생 운동화 작은 흰색 신발 여성; D. Handu Yishe 2018 신상 여성 봄옷 한국 스타일 슬림 핏 펜슬 데님 바지 RW7656; E. 2018 가을 겨울 신색 블록 켈리 가방 페블 1층 소가죽 미니 잠금장치 숄더 가죽 여장 가방; F. ONE MORE2018 봄 새 스타일 여성용 찢어진 청바지 루즈한 스트레이트 청바지 한국 스타일 BF 스타일 바지; G. Youyuan 가을 2018 신상 여성 민족 스타일 스커트 자수 레이스 다목적 에이라인 스커트 하이웨이스트 복고풍 짧은 스커트; H. 9월 Momo 2018 가을 겨울 신상 여성용 양털 복합 재킷 한국식 루즈 캐주얼 탑; I. 컨버스 컨버스 1970년대 삼성 스탠다드 화이트 하이탑 로우탑 캔버스화 남녀공용 162056C 162065C; J. 2018 가을 겨울 새로운 세련된 하이 칼라 바닥 탑 한국식 슬림핏 여성용 긴 소매 가을용 풀오버 스웨터,D,D,0,0.34,1.0
27147,24880,2,C,"[1059, 8603]","[14409, 6533, 24880, 498, 5527, 23932, 2313, 12489, 11260, 29255]","1. 여성을 위한 XIAOYOUBAG 미니 여름 작은 가방 2019 여성을 위한 새로운 스타일의 체인 크로스바디 작은 가방, 다재다능하고 트렌디합니다; 2. 여성을 위한 햅번 스타일 대형 챙 라피아 모자 여름 해변 휴가 해변 태양 모자 작은 신선한 태양 보호 태양 모자","A. 한국식 중 굽 여성용 두꺼운 굽 짧은 부츠, 뒷 지퍼 앵클 부츠, 스웨이드 첼시 부츠, 가을 겨울 신상 스퀘어 발가락 마틴 부츠; B. Qian CHINSTUDIO 홍콩 스타일의 시크한 모조 양모 코트, 여성 가을 ​​겨울 짧은 털 상의; C. Shifanli 2018 여름 신상 한국 스타일의 시크한 중장 상큼한 스커트 꽃무늬 쉬폰 원피스; D. Xiaorui 예쁜 가방 격자 무늬 베개 가방 여성용 크로스 바디 백 2018 새로운 핸드백 원 숄더 패션 다용도 소형 가방; E. minelli 패셔너블한 골드 오픈 발가락 스틸레토 샌들 여름 신작 유럽 및 미국 양가죽 스트랩 하이힐; F. 하이싱가 여심 구두 2019 봄 여름 신작 문예 얕은 입 사각 발가락 리본 소가죽 여성 플랫 슈즈 G. 이슈게 화이트 시폰 원피스 2019 신상 여름 원피스 유럽 역 ​​중기 기질 피시테일 스커트 유럽 잡화 H. KISSCAT 키스 고양이 새 여성용 가방 정품 가죽 작은 사각형 가방 패션 술 크로스 바디 백 여성 DB875X2-56; I. ARMANI 아르마니 정품 시계 여성 패션 트렌드 방수 자개 여성 시계 AR1958; J. 여성용 신발 2018 가을 여성용 새 캐주얼 운동화 한국 스타일 아빠 신발 두꺼운 밑창 추악한 신발 다목적 학생 여성 신발",C,C,1,0.34,1.0
18918,10169,3,D,"[17457, 3319]","[26401, 26947, 11495, 10169, 4500, 25113, 10694, 28642, 22648, 27554]","1. Mell Matisse Portrait, 귀를 뚫지 않은 여성용 틈새 프렌치 비대칭 귀걸이 클립, 하이엔드 디자인과 심플한 센스; 2. 여성용 신발, 2019 초봄 신상 원피스, 뾰족한 발가락, 새틴 두꺼운 굽, 투명한 하이힐, 만능 싱글 슈즈, 웨딩 슈즈","A. 여학생 여름 샌들 2018 새로운 다재다능한 한국식 두꺼운 굽 한 단어 발가락 편조 2부 복고 인터넷 연예인 샌들; B. MG Little Elephant 2018 신상 겨울 마녀 모자 여성용 면 코트 한국식 슬림핏 빵 코트 대학 스타일 소형 면 패딩 재킷; C. 릴리 여름 신작 여성 자수 문자 브이넥 반팔 아이스 실크 티셔츠 117219B8936; D. VNOOK2018 봄 가을 신상 스타일로 매우 편안하게 착용 가능 캐주얼하고 활용도가 높은 하이웨이스트 솔리드 컬러 플리츠 스트레이트 9부 팬츠 여성용; E. ZENGLIU 차가운 스타일의 시크한 여성 팔찌, 심플한 한국 스타일의 학생 숲 스타일의 가장 친한 친구 기질 인터넷 연예인 핸드 쥬얼리; F. Yanji 심플하고 귀여운 파란색 물고기 미니 귀걸이 여성용 925 순은 기질, 개성, 달콤하고 상큼한 귀걸이; G.MALI/2018 가을 겨울 새로운 틈새 특수 울 실루엣 양면 모직 롱 코트 +머플러 H. Youyuan 가을 2018 신상 여성 민족 스타일 스커트 자수 레이스 다목적 에이라인 스커트 하이웨이스트 복고풍 짧은 스커트; I. 여학생 여름 신작 한국 반팔 탑 여성 패션을 위한 심플한 프린트 문자 슬릿 반팔 풀오버 티셔츠; J. 여성용 두 번째 반값 오리지널 봄, 가을 스트레이트 팬츠 불규칙한 하이웨이스트 예술적 청바지 면바지 8768",E,E,0,0.34,1.0
2024,6332,1,B,"[26446, 24847]","[25498, 6332, 11304, 10602, 15515, 9764, 17030, 14398, 21350, 14275]",1. 여성을 위한 Muyu 가방 2019 새로운 유행 한국 버전 다용도 크로스백 패셔너블한 어깨 작은 가방 패셔너블한 핸드백 여성용 가방; 2. 한국 루나 인터넷 연예인 모조 진주 귀걸이 여성 기질 긴 귀걸이 새로운 기능 귀걸이 한국식 귀걸이 주얼리,"A. 2018년 신상 겨울 모직 코트는 짧은 스타일의 여성을 위한 스타일, 한국식 학생 삼림 스타일 핑크 모직 코트 트렌드, B. 2018년 가을 신상 여장, 한국식 중장 긴팔 페이크 투피스 슬림 블랙 드레스, 귀 가장자리; C. YUBUER2019 신형 한식 학생 주름 스커트 반바지, 여성용 봄 짧은 스커트, A라인 스커트, 투피스 큐로트; D. GXG 남성 의류 2018 여름 쇼핑몰 같은 스타일 검정색 반팔 폴로 셔츠 라펠 티셔츠 남성용 #182224306; E. Sujia 데님 봄 여성용 새 밝은 컬러 흰색 청바지 루즈한 당근 바지 중반 허리 하렘 헐렁한 바지; F. Qiqijia 새 봄 홍콩 스타일 루즈하고 다재다능한 프린트 아바타 Ins 스타일 트렌디 티셔츠 탑 여성용 2019; G. LOSEA 말총 버클 가방 2018 여성 신상 패션 작은 사각형 가방, 다재다능한 원숄더 크로스 바디 가방 H. 여성용 하이힐 슬리퍼, 2019년 새로운 패션과 다용도 뮬 슈즈, 리벳 포인티드 토 스틸레토 힐, 아우터용 하프 캡 토 샌들; I. Mamawei 2019 봄 신상 프린트 루즈한 하이웨이스트 하라주쿠 사교 레깅스 하렘팬츠 여성용 캐주얼 팬츠 J. SXF Saint Sivan 남성용 스웨트 셔츠 풀오버 2019 봄, 가을 신작 아우터 라운드 넥 자수 재킷 남성용 트렌디 브랜드 스웨트 셔츠",C,C,0,0.34,1.0
