dataset,bundle_id,true_option,input,true_item,ibxbi_added_context,iu_top_wrong_option,iu_top_wrong_item,bixib_top_wrong_option,bixib_top_wrong_item,rank_IBxBI,rank_IUxUI,rank_BIxIB,candidate_indices
pog,15060,G,1. Converse/匡威高帮经典帆布鞋常青款101009 101013 102307 101010,NOTHOMME日系简约小直筒宽松牛仔长裤男款锥形裤浅蓝水洗ifashion,This item is frequently included in outfits with: 邦顿抖音网红手表男士2019新款潮简约防水虫洞概念石英表学生男表; 【s o s】Converse匡威1970s高低帮帆布运动板鞋黑144757C142334C; Converse/匡威 1970s三星标黑白复古情侣高低帮休闲帆布鞋142334C.,J,2018春季新款韩版棒球服女短款宽松bf风开学季外套百搭学生夹克 [Additional context: This item is frequently included in outfits with: MOCOchic印花字母纯棉宽松短袖圆领t恤女MA173TEE201; 哥弟女鞋2019春夏新款英伦风百搭小白鞋时尚休闲鞋板鞋女AX12022; 茵曼女鞋18年春做旧小脏鞋女真皮复古韩版百搭小白鞋4881030070.],C,钱夫人CHINSTUDIO 港风pp home字母套头连帽加绒卫衣女冬宽松外套,1,8,8,"[46475, 44835, 21614, 13202, 10978, 13455, 30993, 21154, 23750, 2034]"
pog,10137,C,1. 风衣女中长款衣香丽影2018春秋季新款英伦薄款韩版双排扣春季外套,韩都衣舍2019夏装新款女装韩版显瘦毛边直筒九分裤牛仔裤JM7462蒖,This item is frequently included in outfits with: 艾斯臣基础小白鞋女休闲真皮单鞋女秋新款平底运动鞋学生韩版百搭; 韩都衣舍2017韩版女装冬装新款bf风宽松chic休闲短款棉衣LZ7280烎; 小白鞋女内增高2018春秋季新款韩版百搭女鞋厚底松糕学生鞋运动鞋.,A,Alice W花花家2019初春新款韩版网红破洞高腰牛仔裤女显瘦小脚裤 [Additional context: This item is frequently included in outfits with: 【南风】亮片小方包新款2019时尚链条单肩包斜挎包上新小包包女包; 韩国东大门抽象小众金属耳钉女耳环水滴复古气质耳夹耳坠耳饰1440; 水钻单鞋女2019春季夏款平底仙女浅口一脚蹬方头蝴蝶结韩版豆豆鞋.],A,Alice W花花家2019初春新款韩版网红破洞高腰牛仔裤女显瘦小脚裤 [Additional context: This item is frequently included in outfits with: 【南风】亮片小方包新款2019时尚链条单肩包斜挎包上新小包包女包; 韩国东大门抽象小众金属耳钉女耳环水滴复古气质耳夹耳坠耳饰1440; 水钻单鞋女2019春季夏款平底仙女浅口一脚蹬方头蝴蝶结韩版豆豆鞋.],1,2,3,"[5869, 32599, 13301, 45179, 3394, 32183, 21754, 43247, 41530, 44983]"
pog,1403,E,1. 小瑞靓包 闺蜜包拼色锁扣小方包包女2019新款单肩包斜挎包小包包 [Additional context: This item is frequently included in outfits with: 黄色高跟鞋女2019春秋新款拼接马毛猫跟尖头女鞋中跟百搭5cm单鞋; 一力米灰2018新款秋冬季欧美加绒简约高跟尖头马丁靴子粗跟短靴女; 2019春秋季新款韩版时尚平顶鸭舌帽ulzzang百搭小清新海军帽子女.]; 2. vcruan阿希哥 春秋装长裤美式复古型拼色水洗蓝好搭低腰牛仔裤 [Additional context: This item is frequently included in outfits with: 小瑞靓包复古花朵宽肩带小方包包女2019新款简约百搭单肩包斜挎包; 人本2018新款秋冬加绒平底帆布鞋女 文艺运动保暖小白鞋情侣棉鞋; 泡菜的店 2018冬装新款宽松印花双面穿加厚短款长袖chic棉服女.],妙侣2018秋冬新款平底系带chic小短靴女圆头复古帅气机车马丁靴女,This item is frequently included in outfits with: 复古港风手提包女2019新款潮森系斜挎包小包包韩版百搭单肩小方包; 加绒牛仔裤女秋冬新款网红脚口开叉紧身高腰显瘦小脚铅笔裤子#; A7seven 帅气百搭短款牛仔短外套女秋季韩版宽松显瘦休闲夹克衫潮.,F,回力鞋女帆布鞋女鞋2019春夏新款百搭韩版学生爆改帆布鞋小白鞋女 [Additional context: This item is frequently included in outfits with: 2018夏新款chic风高腰阔腿破洞牛仔短裤女网红同款显瘦热裤子港味; 红谷明星同款包包2019新款单肩包大包牛皮手提包女包大容量托特包; 韩都衣舍2018新款女装春装韩版宽松连帽印花chic长袖卫衣KY9536湲.],C,安妮森林 1705棵树 文艺复古百搭抽褶针织外套开衫春装2018新款女 [Additional context: This item is frequently included in outfits with: 安妮森林秋新款宽松时尚简约休闲裤气质显瘦百搭黑色九分阔腿裤女; essnidel昕薇同款2017新款系带方头小短靴加绒女冬踝靴高跟毛毛鞋.],1,2,6,"[44304, 40817, 17487, 40387, 18615, 27561, 5667, 14240, 17426, 2344]"
pog,18292,C,1. 2018春新款 cachecache 欧美时尚潮流字母印花灯笼袖宽松长袖卫衣; 2. CacheCache春新款棒球服女宽松bf复古港味chic休闲原宿绿色外套女,韩国项圈choker项链女锁骨链双层毛衣链简约脖子饰品项圈颈带颈链,,H,珍妮宇航局 城市限定羊城印花卫衣女早秋新款BF风宽松上衣潮 W120,D,MUZI定制包包女2019夏季新款韩版百搭斜挎菱格锁扣简约单肩风琴包 [Additional context: This item is frequently included in outfits with: 骆驼女鞋 秋冬短靴 时尚英伦系带靴子平底头层真皮短筒女靴子; MONA 粉色灯芯绒阔腿裤女2018秋季高腰显瘦直筒裤休闲宽松长裤潮; MONA 绿色短袖上衣女2018夏季新款字母宽松显瘦体恤圆领全棉T恤.],1,4,3,"[36169, 36791, 34565, 12565, 26986, 46096, 19893, 16560, 26209, 12497]"
pog,9539,D,1. 2019春秋季新款高腰网红牛仔裤女膝盖破洞乞丐显瘦紧身小脚九分裤 [Additional context: This item is frequently included in outfits with: shevennie2018新款链条羊皮腰包女小香风斜挎包迷你小包包 女包特; 2018秋冬新款fil小白同款亮闪银色尖头亮片细跟高跟短靴裸靴子女; 秋冬2018新款女靴方头短靴女粗跟chic马丁靴百搭秋款靴子高跟性感.]; 2. ZY喜哥 美到炸~一定要入手！2019新款网红针织开衫女拼色洋气上衣,壹克 Tlas&amp;Co 925银镀18K金云朵彩虹耳钉晶钻原创设计耳环女,This item is frequently included in outfits with: 包头凉鞋2019新款一字扣法式少女高跟鞋细跟女夏亮片银色伴娘婚鞋; 【Q】女装2019新款气质V领连袖网纱拼接牛仔荷叶边时尚连衣裙k; 上新小包包女2019新款潮韩版百搭斜挎小包亮片链条时尚锁扣小方包.,G,网红简约短款项链黑色颈带脖颈饰品女 choker脖子项圈锁骨链颈链 [Additional context: This item is frequently included in outfits with: 韩国MLB棒球帽男女夏款NY帽子藏蓝可调节遮阳帽休闲鸭舌帽; 日记2018秋装新款针织衫女宽松套头红色条纹上衣V领毛衣女嫤XJ; GLEEE真皮水桶包迷你软链条小包单肩斜跨女包大容量抽绳吊坠小包.],A,短靴女2018新款秋冬季韩版平底马丁靴女英伦风百搭加绒靴子女学生 [Additional context: This item is frequently included in outfits with: viss金度假搭配 波西米亚复古个性锁骨项链女 欧美项圈 民族风; Goutte.shuiii皮裤女2018新款薄款chic短裤潮a字宽松高腰怪味少女; 包包2019春夏新款小众设计缠绕肩带斜挎包百搭时尚撞色手提水桶包.],1,2,2,"[30021, 16874, 30265, 13906, 15928, 43273, 34266, 18958, 1876, 11334]"
pog,17347,G,1. 哥弟女鞋2019春夏新款真皮厚底增高小白鞋网红松糕休闲板鞋910202 [Additional context: This item is frequently included in outfits with: 法式少女中长裙女2018春装夏新款韩版小清新碎花雪访套装裙两件套; MOCO纯色显瘦微喇叭裤女高腰复古港味九分裤夏紧身牛仔裤; MOCO暗扣烂边长袖V领针织宽松外套MA173CAR308 摩安珂.],欧时纳包包女2019新款潮韩版时尚简约百搭斜挎包单肩小包手提女包,This item is frequently included in outfits with: HOZ后街鞋子女潮鞋高帮帆布鞋女韩版隐形内增高女运动鞋小白鞋女; 妖精的口袋上衣春2019新款ulzzang原宿休闲洞洞毛衣镂空针织衫女; ins心机裙子春装2018新款显瘦chic百褶裙原宿a字裙半身裙女J-测试.,B,【南风】纯色牛皮链条包包女2019新款时尚休闲斜挎小包秋冬单肩包 [Additional context: This item is frequently included in outfits with: MG小象加厚棉服女2018新款韩版宽松bf冬季外套时尚蓬蓬短款面包服; JUSTQ冬季新款韩国秒变筷子腿显瘦薄绒牛仔裤女修身百搭九分裤; chic运动鞋女港味鞋子女运动鞋平底休闲高帮鞋女潮鞋冬棉鞋女外穿.],B,【南风】纯色牛皮链条包包女2019新款时尚休闲斜挎小包秋冬单肩包 [Additional context: This item is frequently included in outfits with: MG小象加厚棉服女2018新款韩版宽松bf冬季外套时尚蓬蓬短款面包服; JUSTQ冬季新款韩国秒变筷子腿显瘦薄绒牛仔裤女修身百搭九分裤; chic运动鞋女港味鞋子女运动鞋平底休闲高帮鞋女潮鞋冬棉鞋女外穿.],1,3,2,"[38306, 18461, 39709, 29579, 14505, 34713, 13483, 16105, 44240, 30626]"
pog,7282,G,1. 夏天高级感包包女百搭小ck限定洋气网红法国小众菱格链条包斜挎包 [Additional context: This item is frequently included in outfits with: 大檐蝴蝶结手工钩针草帽女夏天可折叠出游遮阳帽海边度假沙滩帽子; 钱夫人CHINSTUDIO网红高腰紧身小脚加绒牛仔裤女冬韩版显瘦九分裤; 韩衣女王 秋季飘逸雪纺宽松显瘦绑带裤女高腰阔腿裤子休闲直筒裤.]; 2. 2018新款帆布鞋女鞋学生韩版百搭2019春季爆款运动高帮鞋女春板鞋 [Additional context: This item is frequently included in outfits with: 2018秋冬新款超火网红星星图案中长款黑色慵懒风套头毛衣女宽松; 夏天高级感包包女百搭小ck限定洋气网红法国小众菱格链条包斜挎包; 裙子女秋冬2018新款 韩版高腰毛边不规则针织裙中长款半身裙冬裙.],嘻哈复古水手帽海军帽水兵帽瓜皮帽地主帽无檐棒球帽子潮MIKI HAT,This item is frequently included in outfits with: 定制2018冬季新款韩版bf宽松拼接皮毛一体羊羔毛保暖外套女潮外衣; 裙子女秋冬2018新款 韩版高腰毛边不规则针织裙中长款半身裙冬裙; 2018新款帆布鞋女鞋学生韩版百搭2019春季爆款运动高帮鞋女春板鞋.,J,夏季高级感包包女2019新款小ck女包网红质感迷你链条斜挎小包春款 [Additional context: This item is frequently included in outfits with: 毛呢阔腿裤子女2017冬季新款韩版百搭宽松学生ulzzang高腰九分裤; A7seven 韩版简约百搭宽松竹节棉白色长袖T恤女学生休闲打底衫t潮; Hotwind/热风小白鞋女春季白色贝壳头板鞋基础平底百搭学生休闲鞋.],C,云上生活印花长袖圆领白色T恤女2019春新款韩版宽松百搭上衣T8249 [Additional context: This item is frequently included in outfits with: CHARLES＆KEITH手提包CK2-80270034摩登迷你锯齿装饰单肩包; CHARLES＆KEITH春夏女士单鞋CK1-70580108金属装饰英伦风方跟鞋; 云上生活小个子复古落肩流苏韩版短款牛仔外套W9136.],1,9,6,"[7315, 42828, 18048, 44619, 10711, 15869, 20851, 40462, 6869, 6062]"
pog_dense,20372,A,1. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品 [Additional context: This item is frequently included in outfits with: contourlines【贝利】牛皮木手提复古包 女链条斜挎包贝壳包新品; RLL随性简约 交叉织系带收腰显瘦中长款珠光质感风衣料连衣裙女春; 一字肩雪纺吊带连衣裙女夏装2018新款中长款气质收腰露肩背带裙子.]; 2. AI 法式特细巴拿马帽手工编织遮阳草帽 春夏优雅爵士男女太阳帽 [Additional context: This item is frequently included in outfits with: 上新小包包女2019新款韩版斜挎包时尚单肩包小清新女包质感小方包; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 唐嫣同款Givenchy/纪梵希项链女新款时尚锁骨链玫瑰金60287913.],TEENLADY原创女包欧洲站菱格链条包女小方包斜挎包小包包百搭个性,This item is frequently included in outfits with: 短裤女夏2018新款韩版宽松学生百搭超高腰chic显瘦牛仔热裤潮港味; 春夏雪纺连衣裙女2018新款韩版时尚沙滩裙吊带露肩碎花长裙显瘦潮; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品.,C,BOCCALOOK定制 秋冬网红过膝毛衣女套头慵懒风宽松高领连衣裙长款 [Additional context: This item is frequently included in outfits with: ins网红贝雷帽女春秋韩版日系百搭画家帽黑色英伦八角帽女帽子夏; 婚鞋女低跟2019新款中跟新娘鞋香槟色礼服伴娘高跟公主婚纱水晶鞋; 【sheii苏茵茵】超级回馈！新款SW方头方跟弹力短靴女袜子靴.],I,九月陌墨 2019早秋新款女装雪纺拼接连衣裙 中长款休闲显瘦A [Additional context: This item is frequently included in outfits with: 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 帽子女秋冬季贝雷帽女ins英伦羊毛呢女士蓓蕾帽黑色毡帽复古礼帽; 韩版黑色毛呢帽子女秋冬韩国复古小礼帽女英伦名媛时尚百搭爵士帽.],1,4,2,"[15971, 13065, 16068, 6501, 24976, 12889, 7238, 20765, 23278, 13323]"
pog_dense,21723,G,1. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰 [Additional context: This item is frequently included in outfits with: 夏季果冻包2019新款小香风菱格链条PVC透明包包ins超火手提单肩女; 雪纺连衣裙女夏2019新款小清新韩版a字高腰喇叭袖夏天小个子裙子; ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲.]; 2. 四叶草银手链女手镯韩版简约个性女生礼物镶施华洛世奇锆非 纯银 [Additional context: This item is frequently included in outfits with: 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 欧美新款铆钉金属珠细跟高跟10cm一字带透明黑色性感ins超火凉鞋; 劳士顿正品女士手表女表钨钢防水石英表潮流时尚款2019新款双日历.],法国小众白色凯莉手提限定ck包包女2019新款高级感洋气质感斜挎包,This item is frequently included in outfits with: 银超仙永生花瓣流苏显脸瘦适合圆脸的耳环女秋冬新款百搭网红个性; 施华洛世奇 ICONIC SWAN 时尚渐变天鹅手镯手链饰品 送女友礼物; 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501.,B,CASSILE小香风菱格女包牛皮 2019春夏新款链条休闲单肩斜挎手拿包 [Additional context: This item is frequently included in outfits with: Danielwellington 丹尼尔惠灵顿dw手表女32mm金属编织女表; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 手表女简约大气女士手表女款时尚防水正品女表钢带新款满天星空表.],H,包包女2019新款韩版斜挎巴黎走秀box小帽箱真皮小圆包单肩手提包 [Additional context: This item is frequently included in outfits with: 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; BettyChow大爱！设计师款羊毛细格子中长款廓形西服外套 18年4; 【MONA】纯色高领毛衣女秋季新款修身显瘦长袖针织打底衫.],1,2,2,"[11243, 19333, 9467, 10182, 16531, 23752, 5441, 2822, 1982, 14556]"
pog_dense,13961,D,1. 红谷夏季包包2018新款潮个性时尚牛皮手提单肩斜挎女包大气戴妃包; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品 [Additional context: This item is frequently included in outfits with: contourlines【贝利】牛皮木手提复古包 女链条斜挎包贝壳包新品; RLL随性简约 交叉织系带收腰显瘦中长款珠光质感风衣料连衣裙女春; 一字肩雪纺吊带连衣裙女夏装2018新款中长款气质收腰露肩背带裙子.],百丽夏商场同款羊皮女一字扣粗高跟皮凉鞋S7X1DBH8,This item is frequently included in outfits with: 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 小包包女2019新款夏天ck时尚简约百搭ins迷你小香风链条斜挎小包.,I,优雅气质撞色大翻领纽扣开叉针织连衣裙 [Additional context: This item is frequently included in outfits with: ZENGLIU双层项链女锁骨链潮网红圆形硬币吊坠短款颈链欧美风饰品; 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰; 迪士尼手表女学生简约韩版潮流防水ulzzang女生大气帆布女士手表.],I,优雅气质撞色大翻领纽扣开叉针织连衣裙 [Additional context: This item is frequently included in outfits with: ZENGLIU双层项链女锁骨链潮网红圆形硬币吊坠短款颈链欧美风饰品; 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰; 迪士尼手表女学生简约韩版潮流防水ulzzang女生大气帆布女士手表.],1,4,2,"[20564, 14705, 5100, 207, 30420, 9599, 20751, 19486, 17933, 10049]"
pog_dense,2115,D,1. 阁楼花开秋冬蕾丝连衣裙韩版学生黑色甜美中长款拼接长袖打底衫女; 2. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子 [Additional context: This item is frequently included in outfits with: 丙夕 2018新款百搭拖鞋一字露趾平底外穿凉拖女拖鞋夏季女鞋罗马; 软牛皮小白鞋系带平底鞋平跟单鞋圆头女鞋缝线银色休闲鞋真皮金色; TATA/他她春季商场同款方头穆勒鞋女凉鞋FI003AH8.],honeyGIRL春季真皮女鞋方扣小皮鞋踩脚懒人鞋子平底单鞋女乐福鞋,,C,MG小象格子收腰连衣裙女秋新款中长款学院风长袖小清新拼接裙子潮 [Additional context: This item is frequently included in outfits with: 鹿与奈良短靴女秋冬真皮擦色磨砂学院风显瘦韩版皮靴子切尔西靴; 【南风】复古流浪包包女2019新款时尚百搭简约女包单肩斜挎链条包; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子.],E,勿上热风2018年女士休闲单鞋圆头小皮鞋女学院风平底鞋H20W8501 [Additional context: This item is frequently included in outfits with: 2019新款韩版中长款宽松大T恤女嘻哈bf短袖ins潮纯棉下衣失踪体恤; 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽; 锁扣小方包包女2019新款百搭时尚豆腐包box单肩斜挎小包/高质版.],1,7,2,"[20631, 24850, 8021, 28092, 13046, 27409, 2220, 19892, 25939, 17400]"
pog_dense,8502,B,1. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品 [Additional context: This item is frequently included in outfits with: contourlines【贝利】牛皮木手提复古包 女链条斜挎包贝壳包新品; RLL随性简约 交叉织系带收腰显瘦中长款珠光质感风衣料连衣裙女春; 一字肩雪纺吊带连衣裙女夏装2018新款中长款气质收腰露肩背带裙子.]; 2. 夏装2018新款女ins超火性感露肩小心机连衣裙显瘦小香风裙子女夏,bering白令手表女 防水品牌正品女士手表 钢带小表盘星空女表dw01,This item is frequently included in outfits with: Vero Moda新款蝴蝶结收腰牛仔背带A字连衣裙|318242522; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 粗跟一字带网红凉鞋女仙女风ins潮超火2019新款中跟百搭学生时尚.,C,BEAU秋季小白鞋女韩版真皮小皮鞋平底休闲鞋女透气舒适板鞋运动鞋 [Additional context: This item is frequently included in outfits with: 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽; S家原创女装秋季2018新款欧美中长款帅气风衣休闲外套女.],I,2019春季新款百搭黑色少女小清新高跟鞋女细跟尖头红色性感单鞋子 [Additional context: This item is frequently included in outfits with: 红色修身斗篷呢子大衣加厚中长款羊毛呢外套秋冬季女装20199新款; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 麦渔人原创设计包包2018新款宽肩带撞色女包真皮单肩包斜挎小方包.],1,9,4,"[14324, 4946, 10683, 14413, 12255, 7994, 11761, 23804, 17033, 25995]"
pog_dense,4738,H,1. 红谷包包女新款牛皮斜挎包百搭挎包女包小包斜跨单肩包简约小方包 [Additional context: This item is frequently included in outfits with: 范智乔 t恤女夏装2018新款纯色纯棉短袖宽松韩版学生半袖衣服上衣; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 雪纺衫女夏季2018新款格子露肩超仙甜美洋气飘逸小清新衫宽松上衣.]; 2. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501 [Additional context: This item is frequently included in outfits with: 欧洲站2019夏季卡通印花T恤女装中长款宽松大码喇叭袖连衣裙潮牌; 韩国迷你爱心花朵皇冠蝴蝶结耳钉女套装组合日常精致小巧耳饰R973; 韩版可折叠手工大沿草帽女夏天百搭小清新海边沙滩夏防晒遮阳帽子.],连衣裙秋装女2018新款韩版imiss慵懒风小心机设计感气质pphome裙,This item is frequently included in outfits with: 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 2019链条小包包女2018新款百搭斜挎包ins时尚单肩女包小ck2-m200; 显脸瘦的耳环女大耳圈气质韩国个性百搭长款流苏吊坠一款两戴耳坠.,F,红谷包包2019新款个性时尚单肩斜挎手提女包百搭风琴包通勤凯莉包,D,云思木想原创设计师女装2019春夏新款仕女印花中长款吊带连衣裙32 [Additional context: This item is frequently included in outfits with: Danielwellington 丹尼尔惠灵顿dw手表女32mm金属编织女表; 云思木想2019夏装新款女装性感灯笼袖蕾丝衫女打底衫上衣23907.],1,7,2,"[6103, 10379, 23916, 8726, 30007, 8643, 17491, 21802, 16511, 26817]"
pog_dense,18365,C,1. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501 [Additional context: This item is frequently included in outfits with: 欧洲站2019夏季卡通印花T恤女装中长款宽松大码喇叭袖连衣裙潮牌; 韩国迷你爱心花朵皇冠蝴蝶结耳钉女套装组合日常精致小巧耳饰R973; 韩版可折叠手工大沿草帽女夏天百搭小清新海边沙滩夏防晒遮阳帽子.]; 2. 韩国气质个性简约创意小珍珠滴釉花朵纯银耳钉女百搭耳环耳坠饰品,链条包CASSILE 夏季牛皮流苏包欧美时尚双拉链女单肩包斜挎包小,This item is frequently included in outfits with: 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; ZENGLIU小众耳夹无耳洞女法式耳钉简约气质冷淡风耳环耳骨夹耳饰.,A,小瑞靓包锁扣小方包包女2019新款时尚百搭单肩斜挎包链条小包女包 [Additional context: This item is frequently included in outfits with: MG小象黑色修身打底裤女时尚外穿微喇叭裤冬季新款不规则高腰裤子; MG小象黑色加绒休闲裤女外穿冬季2018新款学生宽松高腰直筒裤子潮; gshero高腰直筒牛仔裤女春夏卷边小脚裤宽松显瘦九分萝卜老爹裤潮.],F,林珊珊 2019夏季新款仙女气质温柔裙子蕾丝花边V领提花雪纺连衣裙 [Additional context: This item is frequently included in outfits with: Daphne/达芙妮夏休闲平底女鞋 优雅钻饰珍珠丁字搭扣夹趾凉鞋; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品.],1,2,7,"[12427, 21061, 1848, 18809, 7327, 11149, 23853, 5443, 27852, 5586]"
pog_dense,6358,J,1. 宾派星空皮带手表女时尚潮流女士手表防水时尚款女2019新款石英表 [Additional context: This item is frequently included in outfits with: 黑眼袋袋包包女士2019夏季新款单肩女包百搭ins斜挎包时尚小包潮; 2019夏装新款百褶裙短裙女黑色半身裙短款小个子高腰裙子夏学生潮; 重工提花复古印花钉钻A型修身背心连衣裙.]; 2. 西遇女鞋2018新款珍珠漆皮休闲小皮鞋平底复古乐福鞋女一脚蹬单鞋 [Additional context: This item is frequently included in outfits with: 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 金狐狸小ck包包女2019新款迷你链条包女包时尚小方包单肩斜挎包潮; 2018新款女装春装韩版假两件雪纺拼接格子连衣裙荷叶边短裙a字裙.],小瑞靓包纯色锁扣小方包包女2018新款欧美时尚斜挎链条包单肩小包,This item is frequently included in outfits with: 劳士顿手表女 手链女士手表女款正品女名牌钨钢潮流时尚2018新款; 花花公子女鞋白色厚底运动休闲鞋女内增高旅游跑步鞋韩版小白鞋女; 真美诗秋季羊绒皮水钻方扣粗跟方头高跟单鞋女ZK714CQ7.,A,Micocah 包包女 斜挎包 小方包2019新款 单肩手提包简约ins超火 [Additional context: This item is frequently included in outfits with: 欧洲站羊羔毛毛棉鞋女冬季2018新款韩版时尚平底网红加绒豆豆鞋潮; 限时7.5折 半身裙秋女2019新款混搭单品中长款流苏侧开叉半裙; 2018秋季新款百搭韩版网红圆头平底英伦风小皮鞋仙女蝴蝶结单鞋女.],A,Micocah 包包女 斜挎包 小方包2019新款 单肩手提包简约ins超火 [Additional context: This item is frequently included in outfits with: 欧洲站羊羔毛毛棉鞋女冬季2018新款韩版时尚平底网红加绒豆豆鞋潮; 限时7.5折 半身裙秋女2019新款混搭单品中长款流苏侧开叉半裙; 2018秋季新款百搭韩版网红圆头平底英伦风小皮鞋仙女蝴蝶结单鞋女.],1,2,2,"[18856, 309, 23968, 23058, 23787, 26059, 10555, 6796, 12495, 19488]"
pog_dense,12057,E,1. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110 [Additional context: This item is frequently included in outfits with: 奢道四叶草项链18k玫瑰金正品彩金黄金黑玛瑙红色玉髓幸运草礼物; 网红耳钉女气质韩国个性潮人简约圆环圆圈大圈圈耳环女纯银耳圈; 红谷包包女2018新款牛皮手提包女包时尚百搭杀手包简约单肩斜挎包.]; 2. 红谷牛皮女包小香风链条包包女新款单肩斜挎包迷你小包百搭小方包 [Additional context: This item is frequently included in outfits with: 巴掌家欧洲站银色半身裙秋冬女装高腰裙子2018新款a字小皮裙短裙; 韩都衣舍2019夏装新款女装桔梗裙网纱套装裙两件套连衣裙OY6198焕; 百丽小白女板鞋春商场同款牛皮拼色休闲平底单鞋BTX21AM8.],巴掌家欧洲站亮片休闲裤黑色束脚裤九分裤子女裤夏季2018新款长裤,This item is frequently included in outfits with: 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110; 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 【南风】菱格链条包小香风女2018新款单肩小方包包女斜挎包手提包.,D,网红鞋子女2019新款春季英伦方头平底单鞋小皮鞋女韩版百搭乐福鞋 [Additional context: This item is frequently included in outfits with: 包包女包新款2019夏季时尚百搭高级感洋气质感韩版真皮手提斜挎包; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 真丝重工刺绣大码女2019新款高领长袖中长款宽松复古桑蚕丝连衣裙.],F,碎花雪纺连衣裙夏季2018新款女松紧腰荷叶边V领学生温柔风sukol裙 [Additional context: This item is frequently included in outfits with: 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; XIAOYOUBAG迷你夏天小包包女2019新款上新链条斜挎小包女包百搭潮; 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子.],1,4,7,"[9482, 12568, 14650, 126, 18154, 25834, 19751, 8900, 6531, 6309]"
